,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
48,47,2013-01-30,33-085,LAC,W (+6),MIN,0,17:29,1,3,.333,0,0,,0,0,,1,6,7,0,0,0,0,3,2,1.6,-3
49,48,2013-02-01,33-087,LAC,L (-25),TOR,0,17:40,1,1,1.000,0,0,,0,0,,0,2,2,1,2,0,0,0,2,5.0,+5
50,49,2013-02-03,33-089,LAC,L (-2),BOS,0,26:32,3,3,1.000,0,0,,0,0,,3,2,5,2,2,1,3,5,6,6.9,-2
51,50,2013-02-04,33-090,LAC,L (-8),WAS,1,31:27,1,3,.333,0,1,.000,1,2,.500,1,8,9,1,0,0,5,6,3,-2.7,-9
52,51,2013-02-06,33-092,LAC,W (+10),ORL,1,27:04,3,6,.500,1,1,1.000,1,2,.500,1,4,5,4,6,0,3,4,8,10.7,+10
53,52,2013-02-08,33-094,LAC,L (-22),MIA,0,21:49,0,3,.000,0,1,.000,0,0,,0,2,2,2,1,2,4,5,0,-3.7,-5
54,53,2013-02-10,33-096,LAC,W (+14),NYK,0,22:15,1,4,.250,0,2,.000,0,0,,1,6,7,5,0,0,0,0,2,5.6,+15
55,54,2013-02-11,33-097,LAC,W (+17),PHI,0,18:58,2,3,.667,0,1,.000,0,0,,3,5,8,4,0,1,1,2,4,8.0,+5
56,55,2013-02-13,33-099,LAC,W (+10),HOU,0,25:24,1,4,.250,0,1,.000,0,0,,0,7,7,0,0,0,3,3,2,-2.5,-8
57,56,2013-02-14,33-100,LAC,W (+24),LAL,0,6:07,0,0,,0,0,,1,2,.500,1,1,2,0,0,2,0,1,1,2.6,-3
58,57,2013-02-21,33-107,LAC,L (-26),SAS,0,15:51,2,4,.500,0,1,.000,0,0,,1,3,4,1,1,0,2,3,4,2.1,+5
59,58,2013-02-23,33-109,LAC,W (+13),UTA,0,23:29,8,15,.533,2,3,.667,0,0,,1,5,6,2,1,0,3,2,18,11.5,-4
60,59,2013-02-26,33-112,LAC,W (+22),CHA,0,20:43,2,5,.400,2,3,.667,0,0,,2,5,7,2,0,3,2,2,6,6.9,+6
61,60,2013-02-28,33-114,LAC,W (+8),IND,0,28:25,2,8,.250,0,3,.000,2,4,.500,1,2,3,1,1,1,1,4,6,1.5,-5
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,2013-03-01,33-115,LAC,W (+16),CLE,0,22:57,5,8,.625,0,1,.000,0,0,,2,5,7,1,1,1,0,2,10,10.9,+22
64,62,2013-03-03,33-117,LAC,L (-4),OKC,0,22:21,2,4,.500,2,3,.667,0,0,,1,4,5,0,1,0,3,3,6,2.7,+11
65,63,2013-03-06,33-120,LAC,W (+16),MIL,0,18:18,0,1,.000,0,0,,0,0,,1,7,8,3,1,0,1,5,0,2.2,+8
66,64,2013-03-07,33-121,LAC,L (-15),DEN,0,16:00,3,9,.333,1,1,1.000,1,1,1.000,4,6,10,1,1,0,1,2,8,7.4,+3
67,65,2013-03-10,33-124,LAC,W (+32),DET,0,19:26,1,3,.333,0,2,.000,0,0,,0,2,2,1,4,1,0,2,2,5.5,+9
68,66,2013-03-13,33-127,LAC,L (-11),MEM,0,28:43,3,8,.375,1,4,.250,0,0,,3,5,8,1,2,1,0,4,7,8.0,-5
69,67,2013-03-17,33-131,LAC,W (+13),NYK,0,20:38,3,4,.750,0,1,.000,1,2,.500,2,3,5,2,1,0,1,2,7,7.9,+1
70,68,2013-03-19,33-133,LAC,L (-15),SAC,0,18:41,1,9,.111,0,1,.000,0,0,,4,2,6,0,0,0,1,4,2,-3.1,-14
71,69,2013-03-20,33-134,LAC,W (+29),PHI,0,17:43,1,3,.333,1,3,.333,0,0,,0,2,2,3,5,0,1,2,3,7.2,+19
72,70,2013-03-23,33-137,LAC,W (+6),BRK,0,16:09,0,3,.000,0,0,,0,0,,2,3,5,0,1,0,0,5,0,-0.8,-13
73,71,2013-03-26,33-140,LAC,L (-7),DAL,0,19:09,3,5,.600,0,1,.000,0,1,.000,2,4,6,1,0,0,1,2,6,4.8,-2
74,72,2013-03-27,33-141,LAC,W (+14),NOH,0,12:10,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,2,0,-0.2,+1
75,73,2013-03-29,33-143,LAC,L (-2),SAS,0,18:16,3,4,.750,1,1,1.000,1,2,.500,0,3,3,0,1,1,2,3,8,5.4,-2
76,74,2013-03-30,33-144,LAC,L (-17),HOU,0,5:56,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,1,0,0,0,0.9,-4
77,75,2013-04-01,33-146,LAC,L (-3),IND,0,19:54,3,6,.500,0,2,.000,3,3,1.000,4,6,10,2,3,1,0,1,9,15.3,+17
78,76,2013-04-03,33-148,LAC,W (+25),PHO,0,21:02,1,3,.333,0,0,,0,0,,2,4,6,3,1,1,1,5,2,3.7,-5
79,77,2013-04-07,33-152,LAC,W (+14),LAL,0,11:06,1,1,1.000,0,0,,0,0,,1,4,5,1,0,0,1,1,2,2.9,+3
80,78,2013-04-10,33-155,LAC,W (+16),MIN,0,18:23,1,2,.500,0,0,,0,2,.000,3,10,13,4,0,2,1,2,2,7.7,+8
81,79,2013-04-12,33-157,LAC,W (+3),NOH,0,10:00,1,3,.333,0,0,,0,0,,1,3,4,1,0,0,0,2,2,1.8,+4
82,80,2013-04-13,33-158,LAC,W (+4),MEM,0,14:59,3,4,.750,0,1,.000,1,2,.500,1,1,2,2,0,1,0,1,7,7.7,+11
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,81,2013-04-16,33-161,LAC,W (+16),POR,0,20:55,1,6,.167,1,1,1.000,0,0,,5,7,12,3,1,0,3,3,3,3.7,0
85,82,2013-04-17,33-162,LAC,W (+4),SAC,0,17:26,2,4,.500,0,0,,0,0,,1,7,8,2,1,1,0,2,4,7.1,+5
