,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
31,11,2017-12-17,26-279,CLE,W (+7),WAS,0,15:14,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.7,0
32,12,2017-12-19,26-281,CLE,L (-3),MIL,0,18:18,3,4,.750,0,0,,3,5,.600,2,3,5,2,1,0,1,3,9,9.1,+7
33,13,2017-12-21,26-283,CLE,W (+3),CHI,0,21:31,2,4,.500,0,0,,1,2,.500,1,4,5,0,0,0,0,1,5,4.1,-3
34,14,2017-12-25,26-287,CLE,L (-7),GSW,0,11:42,0,4,.000,0,0,,2,2,1.000,2,4,6,0,0,0,0,0,2,1.8,-4
35,15,2017-12-27,26-289,CLE,L (-14),SAC,0,13:23,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,2,2,1.2,-9
36,16,2017-12-30,26-292,CLE,L (-3),UTA,0,19:55,4,4,1.000,0,0,,3,5,.600,1,4,5,1,1,2,0,2,11,13.2,+5
37,17,2018-01-02,26-295,CLE,W (+17),POR,0,17:28,3,6,.500,0,0,,0,2,.000,4,4,8,0,0,0,0,1,6,5.8,+19
38,18,2018-01-03,26-296,CLE,L (-14),BOS,0,29:26,3,5,.600,0,0,,4,4,1.000,3,8,11,2,0,1,2,4,10,10.7,-6
39,19,2018-01-06,26-299,CLE,W (+4),ORL,0,19:56,4,6,.667,0,0,,1,3,.333,2,5,7,1,0,0,2,4,9,5.6,-8
40,20,2018-01-08,26-301,CLE,L (-28),MIN,0,22:52,3,4,.750,0,0,,0,0,,2,6,8,1,0,0,1,3,6,6.1,-7
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,21,2018-01-11,26-304,CLE,L (-34),TOR,0,22:44,3,6,.500,0,0,,2,4,.500,6,2,8,1,0,1,0,1,8,10.0,-18
43,22,2018-01-12,26-305,CLE,L (-2),IND,0,20:58,1,3,.333,0,0,,0,0,,3,4,7,1,0,0,0,4,2,2.7,-6
44,23,2018-01-15,26-308,CLE,L (-10),GSW,0,14:48,1,4,.250,0,0,,0,0,,4,4,8,0,1,0,2,1,2,2.2,-3
45,24,2018-01-18,26-311,CLE,W (+1),ORL,0,16:59,3,5,.600,0,0,,0,0,,5,1,6,0,1,0,1,3,6,6.3,+4
46,25,2018-01-20,26-313,CLE,L (-24),OKC,0,25:56,2,3,.667,0,0,,5,6,.833,1,6,7,3,0,1,1,3,9,10.4,-11
47,26,2018-01-23,26-316,CLE,L (-12),SAS,0,19:20,3,4,.750,0,0,,2,2,1.000,0,1,1,1,1,0,0,2,8,7.6,-3
48,27,2018-01-26,26-319,CLE,W (+7),IND,1,31:19,5,7,.714,0,0,,0,0,,3,7,10,1,1,0,1,2,10,11.2,+13
49,28,2018-01-28,26-321,CLE,W (+17),DET,1,20:29,4,5,.800,0,0,,1,1,1.000,0,4,4,0,0,0,0,2,9,7.5,+7
50,29,2018-01-30,26-323,CLE,L (-11),DET,1,26:49,4,9,.444,0,0,,0,0,,3,7,10,1,0,0,1,4,8,5.6,-8
51,30,2018-01-31,26-324,CLE,W (+2),MIA,1,22:54,0,5,.000,0,0,,0,0,,2,4,6,1,0,2,2,5,0,-2.8,+8
52,31,2018-02-03,26-327,CLE,L (-32),HOU,1,25:26,4,6,.667,0,0,,1,2,.500,1,4,5,0,1,0,0,0,9,8.9,-14
53,32,2018-02-06,26-330,CLE,L (-18),ORL,1,26:34,6,9,.667,0,0,,0,0,,5,4,9,0,0,0,1,3,12,10.6,-19
54,33,2018-02-07,26-331,CLE,W (+2),MIN,1,28:56,7,9,.778,0,0,,3,5,.600,2,3,5,2,1,0,0,1,17,17.0,-4
55,34,2018-02-09,26-333,CLE,W (+16),ATL,1,30:45,5,7,.714,0,0,,0,2,.000,1,10,11,0,0,2,0,0,10,11.4,+21
56,35,2018-02-11,26-335,CLE,W (+22),BOS,1,27:01,3,4,.750,0,0,,0,0,,2,2,4,0,0,1,0,3,6,5.9,+18
57,36,2018-02-13,26-337,CLE,W (+8),OKC,1,23:08,1,2,.500,0,0,,0,0,,1,3,4,1,0,0,1,3,2,1.1,-6
58,37,2018-02-22,26-346,CLE,L (-7),WAS,1,27:37,6,7,.857,0,0,,0,0,,3,6,9,2,0,1,2,2,12,12.7,-10
59,38,2018-02-23,26-347,CLE,W (+23),MEM,1,16:20,1,3,.333,0,0,,0,0,,0,5,5,1,0,1,2,4,2,-0.4,-4
60,39,2018-02-25,26-349,CLE,L (-16),SAS,1,22:53,3,7,.429,0,0,,0,0,,7,6,13,0,1,0,0,3,6,8.8,-10
61,40,2018-02-27,26-351,CLE,W (+6),BRK,1,21:42,2,5,.400,0,0,,1,5,.200,3,10,13,1,1,0,3,2,5,3.7,-4
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,41,2018-03-01,26-353,CLE,L (-11),PHI,1,21:43,2,6,.333,0,0,,2,4,.500,6,5,11,0,1,0,0,2,6,7.7,-12
64,42,2018-03-03,26-355,CLE,L (-9),DEN,1,27:58,6,10,.600,0,0,,0,1,.000,3,4,7,0,1,0,1,1,12,9.9,-18
65,,2018-03-05,26-357,CLE,W (+22),DET,Inactive,,,,,,,,,,,,,,,,,,,,,
66,,2018-03-07,26-359,CLE,W (+5),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
67,,2018-03-09,26-361,CLE,L (-14),LAC,Inactive,,,,,,,,,,,,,,,,,,,,,
68,,2018-03-11,26-363,CLE,L (-14),LAL,Inactive,,,,,,,,,,,,,,,,,,,,,
69,,2018-03-13,27-000,CLE,W (+22),PHO,Inactive,,,,,,,,,,,,,,,,,,,,,
70,,2018-03-15,27-002,CLE,L (-8),POR,Inactive,,,,,,,,,,,,,,,,,,,,,
71,,2018-03-17,27-004,CLE,W (+5),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
72,,2018-03-19,27-006,CLE,W (+7),MIL,Inactive,,,,,,,,,,,,,,,,,,,,,
73,,2018-03-21,27-008,CLE,W (+3),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
74,43,2018-03-23,27-010,CLE,W (+25),PHO,0,16:05,2,7,.286,0,0,,0,0,,5,5,10,0,0,0,0,2,4,4.1,+5
75,44,2018-03-25,27-012,CLE,W (+7),BRK,0,15:24,2,3,.667,0,0,,0,0,,3,7,10,1,0,0,1,2,4,5.8,-4
76,45,2018-03-27,27-014,CLE,L (-19),MIA,0,17:27,1,3,.333,0,0,,4,8,.500,5,8,13,0,1,0,2,0,6,7.6,0
77,46,2018-03-28,27-015,CLE,W (+13),CHO,1,15:44,1,2,.500,0,0,,0,0,,1,2,3,1,0,0,0,4,2,1.4,+9
78,47,2018-03-30,27-017,CLE,W (+5),NOP,0,20:52,2,4,.500,0,0,,0,0,,6,8,14,0,0,1,1,1,4,7.9,+9
79,48,2018-04-01,27-019,CLE,W (+11),DAL,0,19:40,1,5,.200,0,0,,2,2,1.000,2,5,7,1,0,0,1,1,4,3.1,0
80,49,2018-04-03,27-021,CLE,W (+6),TOR,0,13:54,0,0,,0,0,,0,0,,1,5,6,2,0,0,0,0,0,3.6,-4
81,50,2018-04-05,27-023,CLE,W (+4),WAS,0,10:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-9
82,51,2018-04-06,27-024,CLE,L (-2),PHI,0,6:03,2,2,1.000,0,0,,0,1,.000,1,1,2,0,0,0,0,0,4,4.0,-3
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,52,2018-04-09,27-027,CLE,W (+14),NYK,0,9:08,2,5,.400,0,0,,1,2,.500,1,3,4,1,0,0,0,0,5,4.2,+5
85,53,2018-04-11,27-029,CLE,L (-12),NYK,0,29:39,5,10,.500,0,0,,0,0,,5,4,9,1,0,0,1,3,10,8.2,-24
0,1,2018-10-17,27-218,CLE,L (-12),TOR,1,27:05,1,5,.200,0,0,,1,2,.500,5,8,13,1,0,0,4,2,3,1.3,-20
1,2,2018-10-19,27-220,CLE,L (-8),MIN,1,35:56,7,9,.778,0,0,,0,0,,4,6,10,2,0,1,1,4,14,14.6,+3
2,3,2018-10-21,27-222,CLE,L (-22),ATL,1,27:17,5,6,.833,0,0,,1,2,.500,3,6,9,1,1,1,1,4,11,12.1,0
3,4,2018-10-24,27-225,CLE,L (-16),BRK,1,23:36,1,10,.100,0,0,,0,0,,7,4,11,4,0,0,1,1,2,2.9,-14
4,5,2018-10-25,27-226,CLE,L (-7),DET,1,20:42,3,8,.375,0,0,,0,0,,1,2,3,1,0,1,1,1,6,2.9,-16
5,6,2018-10-27,27-228,CLE,L (-12),IND,1,21:51,3,5,.600,0,0,,0,0,,6,0,6,0,0,0,1,2,6,6.1,-12
6,7,2018-10-30,27-231,CLE,W (+22),ATL,1,29:17,4,9,.444,0,0,,3,6,.500,6,7,13,3,4,0,1,3,11,15.3,+35
7,8,2018-11-01,27-233,CLE,L (-19),DEN,1,28:14,4,6,.667,0,0,,2,2,1.000,2,5,7,4,0,0,0,1,10,12.7,-17
8,9,2018-11-03,27-235,CLE,L (-32),CHO,1,27:22,4,9,.444,0,0,,0,0,,2,5,7,1,2,0,2,1,8,6.5,-9
9,10,2018-11-05,27-237,CLE,L (-2),ORL,1,34:20,9,12,.750,0,0,,1,3,.333,6,10,16,4,0,1,3,0,19,21.1,+8
10,11,2018-11-07,27-239,CLE,L (-9),OKC,1,31:16,5,13,.385,0,0,,0,0,,4,11,15,0,0,0,1,2,10,7.2,-18
11,12,2018-11-10,27-242,CLE,L (-1),CHI,1,33:41,10,14,.714,0,0,,2,4,.500,7,5,12,1,2,0,1,0,22,23.5,+12
12,13,2018-11-13,27-245,CLE,W (+24),CHO,1,28:13,5,6,.833,0,0,,1,2,.500,8,13,21,5,0,0,4,3,11,16.2,+18
13,14,2018-11-14,27-246,CLE,L (-24),WAS,1,19:21,3,6,.500,0,0,,3,6,.500,3,5,8,2,2,1,2,3,9,9.3,-5
14,15,2018-11-19,27-251,CLE,L (-11),DET,1,30:23,4,8,.500,0,0,,2,2,1.000,3,4,7,2,1,0,1,1,10,10.3,-19
15,16,2018-11-21,27-253,CLE,L (-4),LAL,1,29:54,7,17,.412,0,0,,0,0,,10,5,15,0,0,0,0,3,14,12.2,-13
16,17,2018-11-23,27-255,CLE,W (+9),PHI,1,35:15,8,14,.571,0,0,,2,2,1.000,8,5,13,0,2,0,2,3,18,17.3,+19
17,18,2018-11-24,27-256,CLE,W (+9),HOU,1,39:09,6,12,.500,0,0,,4,8,.500,9,11,20,2,4,0,1,3,16,21.2,+8
18,19,2018-11-26,27-258,CLE,L (-7),MIN,1,39:50,7,10,.700,0,0,,2,2,1.000,4,7,11,3,1,1,4,3,16,15.3,+9
19,20,2018-11-28,27-260,CLE,L (-17),OKC,1,34:58,2,8,.250,0,0,,0,0,,0,2,2,2,1,0,3,4,4,-2.4,-2
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,2018-11-30,27-262,CLE,L (-33),BOS,1,28:02,4,7,.571,0,0,,5,8,.625,6,6,12,4,0,1,1,1,13,16.6,-26
22,22,2018-12-01,27-263,CLE,L (-11),TOR,1,39:45,6,15,.400,0,0,,6,6,1.000,7,12,19,3,1,0,0,5,18,19.5,+2
23,23,2018-12-03,27-265,CLE,W (+2),BRK,1,34:13,8,11,.727,0,0,,3,4,.750,6,8,14,2,0,2,2,4,19,19.9,-5
24,24,2018-12-05,27-267,CLE,L (-24),GSW,1,29:56,6,8,.750,0,0,,2,6,.333,7,12,19,3,0,0,0,3,14,18.6,-27
25,25,2018-12-07,27-269,CLE,L (-19),SAC,1,29:31,2,3,.667,0,0,,0,0,,1,5,6,2,0,0,3,2,4,2.5,-25
26,26,2018-12-08,27-270,CLE,W (+15),WAS,1,41:44,11,18,.611,0,0,,1,2,.500,7,12,19,5,0,2,0,3,23,26.6,+2
27,27,2018-12-10,27-272,CLE,L (-16),MIL,1,17:47,6,7,.857,0,0,,0,0,,3,3,6,0,1,0,0,0,12,13.5,-10
28,,2018-12-12,27-274,CLE,W (+7),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
29,,2018-12-14,27-276,CLE,L (-12),MIL,Inactive,,,,,,,,,,,,,,,,,,,,,
30,,2018-12-16,27-278,CLE,L (-23),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
31,,2018-12-18,27-280,CLE,W (+1),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
32,,2018-12-19,27-281,CLE,L (-11),CHO,Inactive,,,,,,,,,,,,,,,,,,,,,
33,,2018-12-21,27-283,CLE,L (-16),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
34,,2018-12-23,27-285,CLE,L (-20),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
35,,2018-12-26,27-288,CLE,L (-8),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
36,,2018-12-28,27-290,CLE,L (-24),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
37,,2018-12-29,27-291,CLE,L (-3),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
38,28,2019-01-02,27-295,CLE,L (-25),MIA,1,23:26,5,9,.556,0,0,,4,6,.667,1,1,2,1,2,0,1,2,14,10.8,-19
39,29,2019-01-04,27-297,CLE,L (-26),UTA,1,27:29,3,10,.300,0,0,,2,2,1.000,3,9,12,1,0,0,1,4,8,5.1,-20
40,30,2019-01-05,27-298,CLE,L (-35),NOP,1,26:10,4,8,.500,0,0,,2,2,1.000,2,9,11,2,2,1,1,4,10,11.6,-20
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,31,2019-01-08,27-301,CLE,L (-8),IND,1,34:53,6,9,.667,0,0,,3,4,.750,1,12,13,5,0,2,3,1,15,16.5,-4
43,32,2019-01-09,27-302,CLE,L (-16),NOP,1,28:51,2,9,.222,0,0,,2,2,1.000,4,6,10,5,0,0,2,2,6,5.8,-22
44,33,2019-01-11,27-304,CLE,L (-28),HOU,1,24:16,3,8,.375,0,0,,0,0,,2,3,5,2,2,0,1,3,6,5.1,-21
45,34,2019-01-13,27-306,CLE,W (+6),LAL,1,37:26,7,14,.500,0,0,,1,2,.500,4,10,14,1,0,2,1,2,15,13.7,+9
46,35,2019-01-16,27-309,CLE,L (-17),POR,1,21:28,2,6,.333,0,0,,0,0,,2,6,8,1,0,0,0,1,4,4.1,-20
47,,2019-01-18,27-311,CLE,L (-16),UTA,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
48,,2019-01-19,27-312,CLE,L (-22),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
49,,2019-01-21,27-314,CLE,L (-16),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
50,,2019-01-23,27-316,CLE,L (-20),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
51,,2019-01-25,27-318,CLE,L (-6),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
52,,2019-01-27,27-320,CLE,W (+3),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
53,,2019-01-29,27-322,CLE,W (+3),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
54,,2019-02-02,27-326,CLE,L (-13),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
55,,2019-02-05,27-329,CLE,L (-7),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
56,,2019-02-08,27-332,CLE,L (-13),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
57,,2019-02-09,27-333,CLE,L (-15),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
58,,2019-02-11,27-335,CLE,W (+3),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
59,,2019-02-13,27-337,CLE,L (-9),BRK,Inactive,,,,,,,,,,,,,,,,,,,,,
60,,2019-02-21,27-345,CLE,W (+13),PHO,Inactive,,,,,,,,,,,,,,,,,,,,,
61,,2019-02-23,27-347,CLE,W (+5),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,2019-02-25,27-349,CLE,L (-13),POR,Inactive,,,,,,,,,,,,,,,,,,,,,
64,,2019-02-28,27-352,CLE,W (+7),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
65,,2019-03-02,27-354,CLE,L (-36),DET,Inactive,,,,,,,,,,,,,,,,,,,,,
66,,2019-03-03,27-355,CLE,W (+14),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
67,,2019-03-06,27-358,CLE,L (-6),BRK,Inactive,,,,,,,,,,,,,,,,,,,,,
68,,2019-03-08,27-360,CLE,L (-16),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
69,,2019-03-11,27-363,CLE,W (+25),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
70,,2019-03-12,27-364,CLE,L (-7),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
71,,2019-03-14,28-001,CLE,L (-29),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
72,,2019-03-16,28-003,CLE,L (-5),DAL,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
73,,2019-03-18,28-005,CLE,W (+7),DET,Inactive,,,,,,,,,,,,,,,,,,,,,
74,36,2019-03-20,28-007,CLE,W (+5),MIL,0,12:13,3,3,1.000,0,0,,1,1,1.000,2,4,6,0,0,0,0,1,7,8.3,+2
75,37,2019-03-22,28-009,CLE,L (-2),LAC,0,19:11,2,8,.250,0,0,,0,0,,1,5,6,1,0,0,1,2,4,0.3,-3
76,38,2019-03-24,28-011,CLE,L (-22),MIL,0,15:26,5,8,.625,0,0,,0,0,,2,4,6,1,0,0,3,1,10,6.3,-7
77,39,2019-03-26,28-013,CLE,L (-10),BOS,1,18:09,2,4,.500,0,0,,3,4,.750,2,1,3,2,0,0,1,1,7,6.3,-5
78,40,2019-03-28,28-015,CLE,L (-6),SAS,1,21:31,2,4,.500,0,0,,0,0,,3,4,7,3,0,0,2,3,4,4.2,-4
79,41,2019-03-30,28-017,CLE,L (-24),LAC,1,25:59,4,8,.500,0,0,,2,4,.500,4,6,10,3,0,0,1,0,10,10.9,-18
80,42,2019-04-01,28-019,CLE,L (-9),PHO,1,21:19,6,8,.750,0,0,,3,6,.500,4,1,5,0,0,0,0,0,15,13.7,-11
81,,2019-04-04,28-022,CLE,L (-13),SAC,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
82,43,2019-04-05,28-023,CLE,L (-6),GSW,1,21:19,4,8,.500,0,0,,4,6,.667,1,5,6,1,0,0,1,0,12,9.1,-17
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,2019-04-07,28-025,CLE,L (-22),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
85,,2019-04-09,28-027,CLE,L (-27),CHO,Inactive,,,,,,,,,,,,,,,,,,,,,
0,1,2019-10-23,28-224,CLE,L (-9),ORL,1,33:15,8,11,.727,0,0,,0,0,,2,9,11,1,0,1,1,2,16,15.2,0
1,2,2019-10-26,28-227,CLE,W (+11),IND,1,34:42,11,16,.688,1,2,.500,2,2,1.000,5,8,13,0,0,3,0,2,25,25.4,+23
2,3,2019-10-28,28-229,CLE,L (-17),MIL,1,33:25,8,18,.444,0,0,,1,2,.500,5,8,13,4,0,0,0,3,17,14.7,-19
3,4,2019-10-30,28-231,CLE,W (+6),CHI,1,35:01,11,19,.579,0,0,,1,3,.333,5,5,10,2,0,5,1,3,23,21.0,-2
4,5,2019-11-01,28-233,CLE,L (-7),IND,1,31:28,3,8,.375,0,0,,1,2,.500,1,8,9,4,2,0,0,6,7,7.7,+10
5,6,2019-11-03,28-235,CLE,L (-20),DAL,1,30:56,4,10,.400,0,0,,3,9,.333,6,6,12,4,2,1,0,0,11,14.7,-8
6,7,2019-11-05,28-237,CLE,L (-6),BOS,1,37:04,7,15,.467,0,1,.000,5,6,.833,8,5,13,4,0,1,1,3,19,19.3,+3
7,8,2019-11-08,28-240,CLE,W (+13),WAS,1,35:58,8,12,.667,0,0,,5,6,.833,9,3,12,3,3,2,2,2,21,26.3,+11
8,9,2019-11-10,28-242,CLE,W (+21),NYK,1,30:46,4,9,.444,0,0,,1,2,.500,3,6,9,1,1,1,1,4,9,7.6,+33
9,10,2019-11-12,28-244,CLE,L (-1),PHI,1,32:33,7,13,.538,2,3,.667,1,2,.500,4,8,12,0,1,0,3,3,17,12.3,-2
10,11,2019-11-14,28-246,CLE,L (-11),MIA,1,22:49,1,3,.333,0,0,,0,0,,2,1,3,1,1,1,4,3,2,-0.8,-15
11,12,2019-11-17,28-249,CLE,L (-19),PHI,1,27:56,5,11,.455,0,1,.000,2,2,1.000,2,7,9,3,1,3,3,1,12,11.6,-10
12,13,2019-11-18,28-250,CLE,L (-18),NYK,1,24:58,3,6,.500,0,0,,3,4,.750,3,2,5,2,0,1,5,4,9,3.8,-29
13,,2019-11-20,28-252,CLE,L (-24),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
14,14,2019-11-22,28-254,CLE,L (-42),DAL,1,26:04,5,11,.455,0,0,,0,1,.000,3,5,8,4,0,1,0,1,10,10.6,-20
15,15,2019-11-23,28-255,CLE,W (+6),POR,1,35:53,9,18,.500,0,0,,7,7,1.000,4,6,10,2,2,0,2,2,25,21.2,+1
16,16,2019-11-25,28-257,CLE,L (-2),BRK,1,31:54,3,8,.375,0,0,,1,4,.250,2,8,10,2,0,2,3,2,7,4.2,-6
17,17,2019-11-27,28-259,CLE,L (-12),ORL,1,31:23,5,7,.714,0,0,,3,4,.750,5,10,15,2,1,0,1,0,13,17.6,-12
18,18,2019-11-29,28-261,CLE,L (-9),MIL,1,30:46,5,12,.417,0,0,,1,4,.250,5,8,13,3,1,0,1,4,11,9.8,-2
19,19,2019-12-03,28-265,CLE,L (-33),DET,1,30:12,4,11,.364,0,0,,2,4,.500,6,8,14,0,0,1,1,2,10,8.6,-15
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,2019-12-06,28-268,CLE,L (-6),ORL,1,31:50,5,9,.556,0,0,,0,0,,1,6,7,5,3,2,0,4,10,14.5,-2
22,21,2019-12-07,28-269,CLE,L (-47),PHI,1,22:19,5,10,.500,0,0,,2,3,.667,2,1,3,4,0,0,2,3,12,7.9,-31
23,22,2019-12-09,28-271,CLE,L (-22),BOS,1,35:30,8,11,.727,0,0,,1,7,.143,8,3,11,1,1,0,5,2,17,12.5,-22
24,23,2019-12-11,28-273,CLE,L (-6),HOU,1,33:31,5,10,.500,0,0,,1,2,.500,2,5,7,2,1,1,4,1,11,7.2,-19
25,24,2019-12-12,28-274,CLE,W (+8),SAS,1,26:00,1,5,.200,0,0,,0,2,.000,2,5,7,2,0,1,2,3,2,-0.1,+7
26,25,2019-12-14,28-276,CLE,L (-17),MIL,1,27:26,6,11,.545,0,0,,0,0,,7,2,9,2,1,1,1,2,12,13.5,-35
27,26,2019-12-16,28-278,CLE,L (-20),TOR,1,32:05,9,14,.643,0,0,,0,2,.000,2,6,8,3,0,0,1,0,18,15.3,-22
28,27,2019-12-18,28-280,CLE,W (+2),CHO,1,36:32,6,9,.667,0,0,,2,2,1.000,4,9,13,2,1,0,3,3,14,13.8,+10
29,28,2019-12-20,28-282,CLE,W (+7),MEM,1,31:39,5,14,.357,0,0,,0,0,,8,7,15,3,0,1,3,1,10,9.3,+5
30,29,2019-12-23,28-285,CLE,W (+3),ATL,1,32:31,1,6,.167,0,0,,1,2,.500,2,8,10,2,2,1,1,2,3,4.9,-5
31,30,2019-12-27,28-289,CLE,L (-12),BOS,1,29:53,5,10,.500,0,0,,2,3,.667,1,6,7,0,1,0,2,1,12,7.7,-13
32,31,2019-12-28,28-290,CLE,W (+6),MIN,1,35:19,2,9,.222,0,0,,8,10,.800,4,11,15,3,0,1,4,1,12,10.2,+5
33,32,2019-12-31,28-293,CLE,L (-20),TOR,1,31:54,5,6,.833,0,0,,4,5,.800,4,7,11,0,0,0,2,2,14,13.5,-7
34,33,2020-01-02,28-295,CLE,L (-3),CHO,1,30:52,2,7,.286,0,0,,2,2,1.000,4,7,11,0,1,1,4,1,6,4.1,-18
35,34,2020-01-04,28-297,CLE,L (-15),OKC,1,30:59,1,7,.143,0,0,,1,2,.500,2,12,14,2,0,0,2,5,3,0.5,-13
36,,2020-01-05,28-298,CLE,L (-15),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
37,35,2020-01-07,28-300,CLE,L (-2),DET,1,31:44,3,7,.429,0,0,,2,2,1.000,6,9,15,4,0,2,2,4,8,11.8,-17
38,36,2020-01-09,28-302,CLE,W (+3),DET,1,45:18,15,20,.750,0,1,.000,5,6,.833,7,7,14,3,1,3,2,4,35,35.2,+10
39,37,2020-01-11,28-304,CLE,W (+8),DEN,1,38:21,7,11,.636,0,0,,4,5,.800,7,6,13,2,0,1,2,2,18,18.7,+5
40,38,2020-01-13,28-306,CLE,L (-29),LAL,1,33:34,8,11,.727,0,0,,1,2,.500,6,4,10,2,1,0,5,5,17,12.9,-20
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,39,2020-01-14,28-307,CLE,L (-25),LAC,1,23:32,0,5,.000,0,0,,0,0,,4,4,8,0,0,0,0,0,0,0.5,-23
43,40,2020-01-17,28-310,CLE,L (-4),MEM,1,24:52,1,5,.200,0,0,,1,1,1.000,3,5,8,1,1,1,1,3,3,3.7,-27
44,41,2020-01-18,28-311,CLE,L (-2),CHI,1,36:50,5,6,.833,0,0,,4,4,1.000,1,6,7,2,0,3,5,3,14,11.6,-8
45,42,2020-01-20,28-313,CLE,L (-20),NYK,1,35:19,5,11,.455,0,0,,3,4,.750,10,12,22,1,1,1,1,2,13,18.1,-9
46,43,2020-01-23,28-316,CLE,L (-12),WAS,1,21:06,3,6,.500,0,0,,0,0,,2,1,3,1,0,0,2,3,6,2.2,-6
47,44,2020-01-25,28-318,CLE,L (-12),CHI,1,27:35,3,7,.429,0,0,,1,2,.500,5,2,7,6,0,0,3,1,7,7.8,-32
48,45,2020-01-27,28-320,CLE,W (+15),DET,1,26:29,7,8,.875,0,0,,3,4,.750,1,10,11,1,0,0,0,2,17,17.4,+16
49,46,2020-01-28,28-321,CLE,L (-14),NOP,1,22:59,2,6,.333,0,0,,1,2,.500,5,4,9,0,0,0,1,0,5,4.9,-25
50,47,2020-01-30,28-323,CLE,L (-6),TOR,1,26:33,1,4,.250,0,1,.000,0,0,,5,7,12,1,0,0,3,2,2,2.1,-10
51,48,2020-02-01,28-325,CLE,L (-19),GSW,1,26:19,3,9,.333,0,0,,0,0,,4,7,11,3,1,1,2,1,6,7.2,-3
52,,2020-02-03,28-327,CLE,L (-5),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
53,,2020-02-05,28-329,CLE,L (-6),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
54,49,2020-02-09,28-333,CLE,L (-41),LAC,0,19:01,2,6,.333,1,2,.500,2,2,1.000,2,4,6,2,0,0,1,1,7,6.2,-19
55,50,2020-02-12,28-336,CLE,W (+22),ATL,0,25:52,11,16,.688,3,3,1.000,2,4,.500,6,5,11,1,1,0,0,0,27,26.8,+22
56,51,2020-02-21,28-345,CLE,W (+5),WAS,0,26:00,5,8,.625,0,1,.000,0,0,,2,9,11,4,0,2,0,1,10,14.3,+9
57,52,2020-02-22,28-346,CLE,L (-19),MIA,0,25:59,7,10,.700,1,1,1.000,1,2,.500,4,3,7,1,0,0,3,2,16,12.0,-27
58,53,2020-02-24,28-348,CLE,W (+6),MIA,0,29:18,5,11,.455,1,2,.500,4,7,.571,2,7,9,3,0,0,0,1,15,13.3,+20
59,54,2020-02-26,28-350,CLE,W (+14),PHI,1,31:44,7,15,.467,0,2,.000,0,0,,6,7,13,2,1,1,1,2,14,13.9,+13
