,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
6,7,2017-10-31,21-001,PHO,W (+8),BRK,1,35:28,11,22,.500,5,8,.625,5,5,1.000,0,7,7,4,0,0,4,3,32,20.7,+3
7,8,2017-11-01,21-002,PHO,W (+6),WAS,1,33:45,7,15,.467,3,7,.429,5,5,1.000,0,1,1,5,1,0,0,2,22,18.3,-3
8,9,2017-11-03,21-004,PHO,L (-13),NYK,1,33:21,10,19,.526,2,7,.286,12,12,1.000,0,2,2,1,2,0,3,5,34,23.0,-2
9,10,2017-11-05,21-006,PHO,L (-17),SAS,1,26:13,3,11,.273,1,5,.200,2,2,1.000,0,3,3,2,0,0,4,1,9,0.4,-27
10,11,2017-11-06,21-007,PHO,L (-6),BRK,1,34:44,6,15,.400,1,4,.250,5,5,1.000,1,1,2,1,2,0,4,6,18,7.2,+3
11,12,2017-11-08,21-009,PHO,L (-11),MIA,1,37:17,9,23,.391,1,6,.167,11,13,.846,0,3,3,6,1,0,0,3,30,21.6,-10
12,13,2017-11-10,21-011,PHO,L (-16),ORL,1,33:39,3,10,.300,0,3,.000,3,3,1.000,0,4,4,5,1,0,2,3,9,5.7,-8
13,14,2017-11-11,21-012,PHO,W (+8),MIN,1,38:39,13,22,.591,5,9,.556,4,5,.800,0,9,9,6,1,0,4,5,35,26.3,+16
14,15,2017-11-13,21-014,PHO,L (-7),LAL,1,37:42,14,27,.519,4,9,.444,4,6,.667,1,2,3,3,0,0,3,4,36,20.7,+10
15,16,2017-11-16,21-017,PHO,L (-26),HOU,1,30:18,7,16,.438,2,5,.400,2,4,.500,0,2,2,10,0,0,5,4,18,9.8,-23
16,17,2017-11-17,21-018,PHO,W (+9),LAL,1,33:10,13,27,.481,6,14,.429,1,3,.333,0,3,3,4,0,0,4,4,33,16.6,+6
17,18,2017-11-19,21-020,PHO,W (+8),CHI,1,32:01,5,15,.333,2,8,.250,3,3,1.000,0,1,1,6,2,0,2,1,15,10.6,-3
18,19,2017-11-22,21-023,PHO,L (-6),MIL,1,39:38,8,24,.333,2,6,.333,5,5,1.000,2,2,4,4,0,3,3,5,23,11.3,-9
19,20,2017-11-24,21-025,PHO,L (-24),NOP,1,32:48,4,13,.308,0,5,.000,5,5,1.000,0,3,3,1,1,0,6,1,13,1.7,-17
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,2017-11-26,21-027,PHO,L (-11),MIN,Did Not Play,,,,,,,,,,,,,,,,,,,,,
22,21,2017-11-28,21-029,PHO,W (+5),CHI,1,33:10,10,23,.435,5,9,.556,8,10,.800,0,8,8,4,1,1,3,0,33,24.0,-5
23,22,2017-11-29,21-030,PHO,L (-24),DET,1,27:12,7,8,.875,2,3,.667,6,6,1.000,0,4,4,0,1,0,7,3,22,13.2,-19
24,23,2017-12-02,21-033,PHO,L (-5),BOS,1,39:13,16,29,.552,3,8,.375,3,3,1.000,1,3,4,5,0,0,3,6,38,23.8,-2
25,24,2017-12-04,21-035,PHO,W (+14),PHI,1,38:52,17,32,.531,5,8,.625,7,8,.875,3,5,8,1,2,1,3,1,46,33.6,+10
26,25,2017-12-05,21-036,PHO,L (-13),TOR,1,39:16,4,15,.267,1,5,.200,10,12,.833,0,5,5,8,2,1,1,4,19,16.5,+2
27,,2017-12-07,21-038,PHO,L (-10),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
28,,2017-12-09,21-040,PHO,L (-3),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
29,,2017-12-12,21-043,PHO,L (-7),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
30,,2017-12-13,21-044,PHO,L (-6),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
31,,2017-12-16,21-047,PHO,W (+2),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
32,,2017-12-18,21-049,PHO,W (+6),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
33,,2017-12-20,21-051,PHO,L (-13),LAC,Inactive,,,,,,,,,,,,,,,,,,,,,
34,,2017-12-21,21-052,PHO,W (+2),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
35,,2017-12-23,21-054,PHO,L (-9),MIN,Did Not Play,,,,,,,,,,,,,,,,,,,,,
36,26,2017-12-26,21-057,PHO,W (+2),MEM,1,33:58,9,21,.429,3,9,.333,11,12,.917,0,5,5,6,1,0,5,6,32,19.8,+10
37,27,2017-12-29,21-060,PHO,W (+10),SAC,1,31:51,9,25,.360,3,9,.333,5,7,.714,0,3,3,3,1,0,1,4,26,12.7,+5
38,28,2017-12-31,21-062,PHO,L (-13),PHI,1,39:24,8,22,.364,5,10,.500,11,12,.917,0,5,5,6,0,0,6,4,32,17.5,-1
39,29,2018-01-02,21-064,PHO,W (+1),ATL,1,41:47,9,17,.529,2,3,.667,14,15,.933,0,5,5,7,3,0,8,1,34,26.3,+10
40,30,2018-01-03,21-065,PHO,L (-23),DEN,1,29:40,4,13,.308,2,7,.286,7,8,.875,0,2,2,5,0,0,2,3,17,10.0,-20
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,31,2018-01-05,21-067,PHO,L (-14),SAS,1,34:41,8,17,.471,3,6,.500,2,2,1.000,0,5,5,4,1,0,6,4,21,10.0,-16
43,32,2018-01-07,21-069,PHO,W (+14),OKC,1,30:32,6,17,.353,5,10,.500,9,12,.750,0,2,2,4,0,0,4,4,26,13.1,-1
44,33,2018-01-12,21-074,PHO,L (-17),HOU,1,37:12,9,18,.500,3,8,.375,6,6,1.000,0,6,6,9,2,0,9,2,27,18.3,-18
45,34,2018-01-14,21-076,PHO,L (-23),IND,1,33:01,5,16,.313,1,6,.167,4,4,1.000,0,5,5,7,0,0,2,4,15,8.6,-18
46,35,2018-01-16,21-078,PHO,L (-7),POR,1,41:05,14,29,.483,5,12,.417,10,10,1.000,0,6,6,8,2,1,4,1,43,34.0,-6
47,36,2018-01-19,21-081,PHO,W (+8),DEN,1,34:40,11,23,.478,4,11,.364,4,4,1.000,0,5,5,5,1,1,3,2,30,21.2,+7
48,37,2018-01-22,21-084,PHO,L (-4),MIL,1,36:07,2,14,.143,1,6,.167,9,9,1.000,0,4,4,8,3,0,5,4,14,8.2,-7
49,38,2018-01-24,21-086,PHO,L (-15),IND,1,25:58,5,16,.313,0,4,.000,9,9,1.000,2,4,6,4,0,0,3,1,19,11.8,-33
50,39,2018-01-26,21-088,PHO,L (-22),NYK,1,25:10,4,12,.333,2,3,.667,2,2,1.000,1,3,4,3,1,0,3,2,12,6.1,-24
51,40,2018-01-28,21-090,PHO,L (-11),HOU,1,41:06,12,23,.522,5,9,.556,2,2,1.000,0,3,3,10,0,0,3,3,31,23.4,-14
52,,2018-01-29,21-091,PHO,L (-11),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
53,41,2018-01-31,21-093,PHO,W (+14),DAL,1,32:23,5,14,.357,2,7,.286,3,3,1.000,0,2,2,4,2,0,5,4,15,6.0,+7
54,42,2018-02-02,21-095,PHO,L (-32),UTA,1,32:27,7,24,.292,0,7,.000,4,4,1.000,2,2,4,6,0,1,3,4,18,6.3,-30
55,43,2018-02-04,21-097,PHO,L (-5),CHO,1,31:15,7,14,.500,4,5,.800,0,0,,0,5,5,9,0,0,3,3,18,14.6,+1
56,,2018-02-06,21-099,PHO,L (-19),LAL,Inactive,,,,,,,,,,,,,,,,,,,,,
57,,2018-02-07,21-100,PHO,L (-48),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
58,,2018-02-10,21-103,PHO,L (-10),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
59,,2018-02-12,21-105,PHO,L (-46),GSW,Inactive,,,,,,,,,,,,,,,,,,,,,
60,44,2018-02-14,21-107,PHO,L (-10),UTA,1,36:20,8,20,.400,6,14,.429,6,9,.667,0,5,5,3,0,0,2,2,28,16.8,-10
61,45,2018-02-23,21-116,PHO,L (-11),LAC,1,37:26,7,20,.350,2,9,.222,11,13,.846,1,0,1,4,0,0,4,3,27,13.3,-3
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,46,2018-02-24,21-117,PHO,L (-2),POR,1,39:20,11,28,.393,5,10,.500,3,3,1.000,2,7,9,3,0,2,4,5,30,15.8,-11
64,47,2018-02-26,21-119,PHO,L (-9),NOP,1,40:41,14,28,.500,3,10,.300,9,11,.818,0,10,10,7,1,0,3,4,40,29.5,-3
65,48,2018-02-28,21-121,PHO,W (+8),MEM,1,39:01,12,29,.414,1,6,.167,9,10,.900,2,4,6,1,3,0,2,4,34,20.8,+10
66,49,2018-03-02,21-123,PHO,L (-8),OKC,1,38:31,16,28,.571,6,10,.600,1,1,1.000,1,5,6,8,0,1,5,2,39,28.5,+1
67,50,2018-03-04,21-125,PHO,L (-1),ATL,1,33:41,8,18,.444,3,6,.500,1,3,.333,0,1,1,3,1,0,5,3,20,7.0,0
68,51,2018-03-05,21-126,PHO,L (-22),MIA,1,33:18,12,22,.545,4,9,.444,3,6,.500,0,2,2,5,0,0,3,4,31,18.7,-17
69,52,2018-03-08,21-129,PHO,L (-28),OKC,1,35:20,10,22,.455,4,9,.444,6,6,1.000,0,6,6,1,1,0,3,4,30,17.5,-19
70,,2018-03-10,21-131,PHO,L (-7),CHO,Did Not Play,,,,,,,,,,,,,,,,,,,,,
71,53,2018-03-13,21-134,PHO,L (-22),CLE,1,33:59,7,16,.438,0,3,.000,3,3,1.000,1,2,3,6,1,0,5,3,17,8.9,-27
72,54,2018-03-15,21-136,PHO,L (-28),UTA,1,34:15,3,18,.167,1,4,.250,5,5,1.000,0,5,5,2,0,0,4,3,12,-1.7,-15
73,,2018-03-17,21-138,PHO,L (-15),GSW,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
74,,2018-03-20,21-141,PHO,L (-27),DET,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
75,,2018-03-23,21-144,PHO,L (-25),CLE,Did Not Play,,,,,,,,,,,,,,,,,,,,,
76,,2018-03-24,21-145,PHO,L (-6),ORL,Did Not Play,,,,,,,,,,,,,,,,,,,,,
77,,2018-03-26,21-147,PHO,L (-8),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
78,,2018-03-28,21-149,PHO,L (-12),LAC,Did Not Play,,,,,,,,,,,,,,,,,,,,,
79,,2018-03-30,21-151,PHO,L (-1),HOU,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
80,,2018-04-01,21-153,PHO,L (-10),GSW,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
81,,2018-04-03,21-155,PHO,W (+3),SAC,Did Not Play,,,,,,,,,,,,,,,,,,,,,
82,,2018-04-06,21-158,PHO,L (-19),NOP,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,2018-04-08,21-160,PHO,L (-17),GSW,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
85,,2018-04-10,21-162,PHO,W (+27),DAL,Did Not Play,,,,,,,,,,,,,,,,,,,,,
0,1,2018-10-17,21-352,PHO,W (+21),DAL,1,33:27,12,19,.632,6,10,.600,5,6,.833,0,4,4,7,0,0,3,4,35,27.6,+22
1,2,2018-10-20,21-355,PHO,L (-28),DEN,1,36:27,5,15,.333,1,6,.167,14,17,.824,0,2,2,7,1,0,6,3,25,14.6,-24
2,3,2018-10-22,21-357,PHO,L (-20),GSW,1,38:27,11,21,.524,3,9,.333,3,3,1.000,1,4,5,6,2,0,9,5,28,14.8,-5
3,4,2018-10-24,21-359,PHO,L (-18),LAL,1,29:05,8,16,.500,2,6,.333,5,7,.714,0,7,7,7,0,0,4,3,23,16.0,-14
4,,2018-10-27,21-362,PHO,L (-21),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
5,,2018-10-28,21-363,PHO,L (-7),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
6,,2018-10-31,22-001,PHO,L (-30),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
7,5,2018-11-02,22-003,PHO,L (-9),TOR,1,35:33,8,20,.400,2,7,.286,0,1,.000,1,3,4,6,1,1,3,1,18,10.9,-6
8,6,2018-11-04,22-005,PHO,W (+2),MEM,1,34:59,7,17,.412,2,8,.250,9,10,.900,0,0,0,7,0,0,4,5,25,14.4,+3
9,7,2018-11-06,22-007,PHO,L (-22),BRK,1,36:23,6,21,.286,2,8,.250,6,6,1.000,3,5,8,2,1,0,4,4,20,8.1,-6
10,8,2018-11-08,22-009,PHO,L (-7),BOS,1,42:39,15,30,.500,4,13,.308,4,5,.800,0,3,3,9,3,0,6,3,38,25.6,-2
11,9,2018-11-10,22-011,PHO,L (-20),NOP,1,34:32,4,12,.333,2,5,.400,2,2,1.000,0,1,1,7,2,0,4,4,12,6.8,-10
12,10,2018-11-12,22-013,PHO,L (-17),OKC,1,37:01,7,18,.389,1,4,.250,4,4,1.000,2,2,4,6,0,0,3,3,19,11.2,-32
13,11,2018-11-14,22-015,PHO,W (+20),SAS,1,37:10,5,14,.357,2,6,.333,1,1,1.000,1,3,4,12,2,0,7,1,13,9.8,+20
14,12,2018-11-17,22-018,PHO,L (-10),OKC,1,39:14,5,16,.313,3,8,.375,3,4,.750,0,4,4,12,0,0,1,5,16,13.0,-10
15,13,2018-11-19,22-020,PHO,L (-5),PHI,1,36:27,13,28,.464,6,15,.400,5,7,.714,0,3,3,8,0,0,2,6,37,23.9,0
16,14,2018-11-21,22-022,PHO,L (-8),CHI,1,33:34,9,20,.450,1,8,.125,4,4,1.000,0,2,2,6,3,0,6,5,23,12.4,-8
17,15,2018-11-23,22-024,PHO,W (+2),MIL,1,39:20,13,26,.500,1,5,.200,2,2,1.000,0,4,4,7,3,0,3,4,29,20.5,+14
18,16,2018-11-25,22-026,PHO,L (-11),DET,1,37:22,14,24,.583,3,9,.333,6,6,1.000,0,4,4,5,0,0,4,2,37,25.7,-4
19,17,2018-11-27,22-028,PHO,L (-5),IND,1,36:21,7,21,.333,3,9,.333,3,6,.500,1,3,4,8,3,0,5,3,20,10.9,-4
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,18,2018-11-28,22-029,PHO,L (-16),LAC,1,35:06,9,21,.429,1,6,.167,4,4,1.000,0,4,4,4,1,0,3,3,23,12.7,-20
22,,2018-11-30,22-031,PHO,L (-14),ORL,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
23,19,2018-12-02,22-033,PHO,L (-24),LAL,1,17:05,3,8,.375,0,2,.000,0,0,,0,1,1,2,0,1,1,2,6,2.2,+6
24,,2018-12-04,22-035,PHO,L (-17),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
25,,2018-12-06,22-037,PHO,L (-22),POR,Inactive,,,,,,,,,,,,,,,,,,,,,
26,,2018-12-07,22-038,PHO,L (-17),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
27,,2018-12-10,22-041,PHO,L (-4),LAC,Inactive,,,,,,,,,,,,,,,,,,,,,
28,,2018-12-11,22-042,PHO,L (-25),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
29,,2018-12-13,22-044,PHO,W (+10),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
30,20,2018-12-15,22-046,PHO,W (+8),MIN,1,35:59,10,16,.625,3,6,.500,5,6,.833,0,7,7,7,0,0,2,2,28,24.6,+2
31,21,2018-12-17,22-048,PHO,W (+18),NYK,1,37:16,11,23,.478,2,7,.286,14,15,.933,0,7,7,2,2,0,1,5,38,28.4,+10
32,22,2018-12-19,22-050,PHO,W (+8),BOS,1,37:14,9,23,.391,3,8,.375,4,6,.667,2,3,5,8,1,2,6,2,25,15.2,-4
33,23,2018-12-22,22-053,PHO,L (-3),WAS,1,54:36,12,28,.429,2,12,.167,7,8,.875,3,1,4,14,1,1,4,5,33,25.7,-1
34,24,2018-12-23,22-054,PHO,L (-8),BRK,1,30:03,10,23,.435,1,4,.250,4,4,1.000,2,0,2,9,0,0,4,2,25,15.8,-4
35,25,2018-12-26,22-057,PHO,W (+2),ORL,1,39:52,13,24,.542,5,8,.625,4,5,.800,0,7,7,8,2,1,5,3,35,27.2,-3
36,26,2018-12-28,22-059,PHO,L (-16),OKC,1,32:55,8,22,.364,2,5,.400,7,8,.875,0,7,7,10,3,0,2,5,25,20.5,-6
37,27,2018-12-29,22-060,PHO,L (-4),DEN,1,36:11,11,18,.611,1,5,.200,4,4,1.000,0,1,1,8,1,0,3,2,27,21.9,-4
38,28,2018-12-31,22-062,PHO,L (-23),GSW,1,32:46,6,15,.400,2,5,.400,6,6,1.000,0,2,2,6,1,0,5,4,20,11.1,-21
39,29,2019-01-02,22-064,PHO,L (-5),PHI,1,35:21,10,22,.455,2,7,.286,15,17,.882,1,1,2,8,0,0,3,4,37,26.8,-14
40,30,2019-01-04,22-066,PHO,L (-10),LAC,1,37:06,8,14,.571,1,2,.500,6,11,.545,2,1,3,4,0,0,4,4,23,13.3,-16
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,31,2019-01-06,22-068,PHO,L (-6),CHO,1,12:16,3,7,.429,1,2,.500,0,0,,0,0,0,3,0,0,2,1,7,3.0,+3
43,,2019-01-08,22-070,PHO,W (+4),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
44,,2019-01-09,22-071,PHO,L (-10),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
45,,2019-01-12,22-074,PHO,W (+9),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
46,32,2019-01-15,22-077,PHO,L (-34),IND,1,26:33,4,12,.333,0,4,.000,0,0,,0,5,5,5,0,0,4,5,8,0.2,-31
47,33,2019-01-17,22-079,PHO,L (-2),TOR,1,35:11,10,21,.476,4,9,.444,6,9,.667,0,2,2,8,0,0,6,3,30,17.1,+2
48,34,2019-01-19,22-081,PHO,L (-20),CHO,1,37:32,10,23,.435,2,7,.286,10,12,.833,1,1,2,11,0,0,0,0,32,27.8,0
49,35,2019-01-20,22-082,PHO,L (-2),MIN,1,32:57,7,15,.467,1,6,.167,3,4,.750,0,6,6,6,0,0,5,5,18,8.9,-11
50,36,2019-01-22,22-084,PHO,L (-27),MIN,1,24:12,6,11,.545,0,1,.000,2,2,1.000,0,3,3,4,1,1,4,3,14,8.9,-20
51,37,2019-01-24,22-086,PHO,L (-14),POR,1,30:15,9,20,.450,2,7,.286,7,8,.875,0,1,1,3,1,0,8,2,27,10.8,-31
52,38,2019-01-25,22-087,PHO,L (-37),DEN,1,30:02,9,19,.474,2,4,.500,15,16,.938,0,4,4,2,0,0,4,2,35,22.7,-20
53,39,2019-01-27,22-089,PHO,L (-14),LAL,1,36:18,9,18,.500,0,1,.000,3,3,1.000,1,1,2,6,0,0,3,3,21,13.0,-11
54,40,2019-01-29,22-091,PHO,L (-2),SAS,1,40:17,14,19,.737,3,6,.500,7,7,1.000,0,5,5,7,2,0,6,1,38,32.3,0
55,41,2019-02-02,22-095,PHO,L (-6),ATL,1,42:44,13,27,.481,4,10,.400,2,3,.667,1,7,8,10,1,0,4,2,32,23.9,+5
56,42,2019-02-04,22-097,PHO,L (-8),HOU,1,32:38,7,12,.583,0,2,.000,5,7,.714,2,5,7,5,0,0,0,4,19,17.4,-21
57,,2019-02-06,22-099,PHO,L (-28),UTA,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
58,,2019-02-08,22-101,PHO,L (-10),GSW,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
59,43,2019-02-10,22-103,PHO,L (-13),SAC,1,35:22,9,19,.474,3,5,.600,6,7,.857,1,7,8,6,0,0,5,5,27,16.9,-15
60,44,2019-02-13,22-106,PHO,L (-27),LAC,1,32:48,2,10,.200,0,3,.000,6,6,1.000,1,5,6,5,1,1,3,3,10,7.0,-15
61,45,2019-02-21,22-114,PHO,L (-13),CLE,1,37:57,10,20,.500,3,9,.333,7,9,.778,0,1,1,7,1,0,9,4,30,14.8,-12
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,46,2019-02-23,22-116,PHO,L (-8),ATL,1,36:06,8,23,.348,2,6,.333,8,8,1.000,0,7,7,8,0,1,2,3,26,18.3,-14
64,47,2019-02-25,22-118,PHO,W (+3),MIA,1,32:49,6,16,.375,3,9,.333,5,5,1.000,1,3,4,9,0,0,4,5,20,13.1,+3
65,48,2019-03-01,22-122,PHO,L (-14),NOP,1,33:33,6,17,.353,1,5,.200,13,14,.929,2,4,6,7,1,0,6,2,26,17.8,-12
66,49,2019-03-02,22-123,PHO,W (+9),LAL,1,39:46,8,18,.444,0,5,.000,9,9,1.000,0,4,4,4,1,0,4,2,25,15.8,+13
67,50,2019-03-04,22-125,PHO,W (+9),MIL,1,39:13,8,18,.444,2,4,.500,4,4,1.000,1,4,5,7,1,0,4,3,22,15.2,+15
68,51,2019-03-06,22-127,PHO,W (+11),NYK,1,33:56,14,23,.609,6,10,.600,7,7,1.000,1,4,5,4,2,1,5,4,41,31.3,+17
69,52,2019-03-09,22-130,PHO,L (-7),POR,1,30:35,7,19,.368,1,4,.250,8,8,1.000,0,2,2,5,2,0,4,3,23,13.4,-6
70,53,2019-03-10,22-131,PHO,W (+4),GSW,1,40:36,13,23,.565,2,6,.333,9,9,1.000,1,7,8,11,2,0,5,3,37,32.4,+12
71,54,2019-03-13,22-134,PHO,L (-17),UTA,1,35:36,9,20,.450,2,4,.500,7,9,.778,0,4,4,6,0,1,4,2,27,17.1,-8
72,55,2019-03-15,22-136,PHO,L (-6),HOU,1,37:09,9,22,.409,1,7,.143,10,11,.909,1,4,5,7,0,0,5,1,29,18.2,-1
73,56,2019-03-16,22-137,PHO,W (+2),NOP,1,41:09,12,26,.462,3,8,.375,13,18,.722,1,4,5,13,0,1,7,3,40,28.1,+3
74,57,2019-03-18,22-139,PHO,L (-15),CHI,1,40:24,9,24,.375,1,8,.125,6,10,.600,1,7,8,7,0,0,3,4,25,13.3,-15
75,58,2019-03-21,22-142,PHO,L (-20),DET,1,32:20,8,17,.471,2,5,.400,8,10,.800,0,5,5,2,3,0,5,3,26,16.2,-15
76,59,2019-03-23,22-144,PHO,L (-9),SAC,1,39:02,10,27,.370,2,11,.182,10,10,1.000,0,2,2,10,2,0,3,0,32,23.7,-5
77,60,2019-03-25,22-146,PHO,L (-33),UTA,1,41:06,19,34,.559,5,8,.625,16,17,.941,1,3,4,4,1,0,6,5,59,39.8,-13
78,61,2019-03-27,22-148,PHO,L (-3),WAS,1,36:54,19,29,.655,3,9,.333,9,10,.900,2,8,10,4,1,1,5,3,50,39.0,+8
79,62,2019-03-30,22-151,PHO,L (-5),MEM,1,42:44,19,29,.655,3,6,.500,7,8,.875,1,2,3,11,0,0,6,3,48,36.7,+1
80,63,2019-04-01,22-153,PHO,W (+9),CLE,1,35:05,8,18,.444,2,9,.222,7,7,1.000,0,3,3,13,0,0,6,3,25,18.4,-6
81,64,2019-04-03,22-155,PHO,L (-21),UTA,1,7:32,3,4,.750,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,1,8,6.7,+9
82,,2019-04-05,22-157,PHO,W (+7),NOP,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,2019-04-07,22-159,PHO,L (-36),HOU,Not With Team,,,,,,,,,,,,,,,,,,,,,
85,,2019-04-09,22-161,PHO,L (-11),DAL,Not With Team,,,,,,,,,,,,,,,,,,,,,
0,1,2019-10-23,22-358,PHO,W (+29),SAC,1,32:18,10,17,.588,2,4,.500,0,1,.000,0,2,2,10,1,0,3,5,22,17.3,+25
1,2,2019-10-25,22-360,PHO,L (-1),DEN,1,41:24,6,21,.286,1,8,.125,5,6,.833,0,5,5,7,0,1,3,5,18,7.4,0
2,3,2019-10-26,22-361,PHO,W (+8),LAC,1,38:27,10,20,.500,3,6,.500,7,8,.875,1,5,6,8,0,0,4,5,30,21.4,+12
3,4,2019-10-28,22-363,PHO,L (-1),UTA,1,29:02,9,16,.563,1,3,.333,2,2,1.000,1,2,3,0,1,1,3,5,21,11.4,-15
4,5,2019-10-30,23-000,PHO,W (+11),GSW,1,35:55,10,21,.476,6,10,.600,5,5,1.000,0,4,4,5,1,0,3,2,31,22.2,+20
5,6,2019-11-02,23-003,PHO,W (+9),MEM,1,31:28,8,13,.615,3,3,1.000,2,2,1.000,0,1,1,2,0,0,5,3,21,10.6,+9
6,7,2019-11-04,23-005,PHO,W (+5),PHI,1,32:05,15,19,.789,3,4,.750,7,7,1.000,0,4,4,3,0,1,3,5,40,31.7,+3
7,8,2019-11-07,23-008,PHO,L (-16),MIA,1,35:33,6,13,.462,2,4,.500,8,8,1.000,0,3,3,5,1,0,6,3,22,13.5,0
8,9,2019-11-10,23-011,PHO,W (+26),BRK,1,32:24,10,14,.714,4,5,.800,3,3,1.000,0,2,2,9,0,0,2,0,27,26.1,+40
9,10,2019-11-12,23-013,PHO,L (-8),LAL,1,39:12,9,18,.500,0,2,.000,3,3,1.000,1,2,3,9,0,1,5,5,21,13.3,-5
10,11,2019-11-14,23-015,PHO,W (+16),ATL,1,32:04,8,16,.500,3,7,.429,8,8,1.000,0,2,2,7,2,0,7,3,27,18.3,+3
11,12,2019-11-18,23-019,PHO,L (-14),BOS,1,34:05,7,13,.538,2,4,.500,4,4,1.000,0,1,1,4,0,0,5,4,20,10.2,-9
12,13,2019-11-19,23-020,PHO,L (-4),SAC,1,38:45,10,20,.500,3,6,.500,7,8,.875,1,4,5,8,2,0,4,5,30,23.1,-14
13,14,2019-11-21,23-022,PHO,L (-3),NOP,1,37:22,7,14,.500,2,6,.333,3,3,1.000,0,5,5,7,0,0,6,2,19,11.6,-5
14,15,2019-11-23,23-024,PHO,W (+2),MIN,1,38:27,12,26,.462,0,5,.000,11,11,1.000,3,9,12,9,0,1,4,1,35,29.0,-4
15,16,2019-11-24,23-025,PHO,L (-12),DEN,1,33:09,5,13,.385,1,7,.143,1,1,1.000,0,1,1,5,0,0,5,1,12,3.3,-18
16,17,2019-11-27,23-028,PHO,L (-8),WAS,1,38:06,10,20,.500,2,6,.333,5,5,1.000,0,2,2,8,1,1,3,1,27,21.5,-6
17,18,2019-11-29,23-030,PHO,L (-7),DAL,1,37:45,6,16,.375,1,3,.333,5,5,1.000,2,3,5,8,1,0,3,2,18,14.3,-14
18,19,2019-12-02,23-033,PHO,W (+5),CHO,1,38:23,7,15,.467,3,10,.300,6,7,.857,1,3,4,4,1,1,5,3,23,14.8,+8
19,20,2019-12-04,23-035,PHO,L (-14),ORL,1,29:59,7,16,.438,2,5,.400,1,2,.500,0,3,3,5,0,0,2,2,17,9.8,-5
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,2019-12-05,23-036,PHO,W (+7),NOP,1,42:27,13,23,.565,5,11,.455,13,13,1.000,2,6,8,9,2,0,5,4,44,38.0,+11
22,22,2019-12-07,23-038,PHO,L (-6),HOU,1,37:11,11,19,.579,2,4,.500,11,16,.688,1,3,4,5,1,0,1,4,35,27.6,-5
23,23,2019-12-09,23-040,PHO,W (+16),MIN,1,36:15,11,20,.550,3,7,.429,1,2,.500,1,3,4,7,0,1,3,1,26,19.8,+15
24,24,2019-12-11,23-042,PHO,L (-7),MEM,1,39:17,6,17,.353,0,3,.000,3,4,.750,1,4,5,10,1,0,1,1,15,13.6,-15
25,,2019-12-14,23-045,PHO,L (-2),SAS,Did Not Play,,,,,,,,,,,,,,,,,,,,,
26,,2019-12-16,23-047,PHO,L (-1),POR,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
27,,2019-12-17,23-048,PHO,L (-21),LAC,Did Not Play,,,,,,,,,,,,,,,,,,,,,
