,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
25,25,2012-12-19,23-278,LAC,W (+16),NOH,1,28:34,7,12,.583,0,1,.000,4,5,.800,2,2,4,2,1,0,0,1,18,16.0,+18
26,26,2012-12-21,23-280,LAC,W (+12),SAC,1,35:25,9,16,.563,0,1,.000,3,5,.600,2,11,13,2,2,2,2,2,21,19.3,+13
27,27,2012-12-23,23-282,LAC,W (+26),PHO,1,32:02,8,12,.667,1,1,1.000,6,6,1.000,2,9,11,3,4,1,1,2,23,26.9,+33
28,28,2012-12-25,23-284,LAC,W (+12),DEN,1,25:45,6,12,.500,0,0,,1,2,.500,3,3,6,6,1,1,1,3,13,13.3,+1
29,29,2012-12-27,23-286,LAC,W (+29),BOS,1,26:19,6,11,.545,0,0,,3,7,.429,3,5,8,1,1,0,2,2,15,10.6,+21
30,30,2012-12-28,23-287,LAC,W (+2),UTA,1,39:20,7,10,.700,0,0,,8,9,.889,2,11,13,3,1,0,3,5,22,20.2,+14
31,31,2012-12-30,23-289,LAC,W (+11),UTA,1,25:45,3,5,.600,0,0,,1,5,.200,1,6,7,3,0,0,2,5,7,3.7,+13
32,32,2013-01-01,23-291,LAC,L (-14),DEN,1,28:29,4,11,.364,0,0,,4,7,.571,3,6,9,2,1,0,1,5,12,8.0,-4
33,33,2013-01-02,23-292,LAC,L (-21),GSW,1,35:24,2,11,.182,0,1,.000,6,10,.600,0,6,6,2,3,2,2,3,10,5.9,-21
34,34,2013-01-04,23-294,LAC,W (+5),LAL,1,28:40,9,16,.563,1,1,1.000,5,7,.714,1,4,5,2,1,0,2,4,24,16.3,-9
35,35,2013-01-05,23-295,LAC,W (+26),GSW,1,29:41,8,12,.667,0,0,,4,7,.571,0,5,5,7,3,0,2,2,20,20.2,+39
36,36,2013-01-09,23-299,LAC,W (+6),DAL,1,33:37,6,13,.462,0,0,,3,4,.750,5,8,13,1,3,1,6,3,15,11.0,0
37,37,2013-01-12,23-302,LAC,L (-3),ORL,1,35:24,15,22,.682,0,1,.000,0,0,,1,7,8,7,0,1,1,1,30,27.6,+3
38,38,2013-01-14,23-304,LAC,W (+26),MEM,1,24:48,3,8,.375,0,0,,4,6,.667,2,4,6,5,0,0,3,3,10,6.7,+2
39,39,2013-01-15,23-305,LAC,W (+8),HOU,1,33:19,7,13,.538,0,0,,5,5,1.000,2,2,4,8,1,1,6,3,19,14.8,+11
40,40,2013-01-17,23-307,LAC,W (+13),MIN,1,34:58,9,19,.474,0,0,,2,2,1.000,1,3,4,2,0,1,3,3,20,9.8,+5
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41,2013-01-19,23-309,LAC,W (+7),WAS,1,32:51,5,18,.278,0,0,,7,10,.700,2,9,11,3,1,1,0,5,17,11.1,+9
43,42,2013-01-21,23-311,LAC,L (-7),GSW,1,40:31,11,18,.611,0,2,.000,4,6,.667,4,9,13,8,3,2,5,0,26,27.5,+13
44,43,2013-01-22,23-312,LAC,L (-12),OKC,1,37:14,11,19,.579,0,0,,9,10,.900,4,7,11,5,2,1,4,4,31,27.2,-6
45,44,2013-01-24,23-314,LAC,L (-5),PHO,1,36:34,5,9,.556,0,0,,2,8,.250,4,4,8,2,0,2,3,2,12,8.3,-6
46,45,2013-01-26,23-316,LAC,L (-1),POR,1,37:59,10,19,.526,0,0,,4,5,.800,1,7,8,10,4,0,2,2,24,25.3,+8
47,46,2013-01-27,23-317,LAC,W (+13),POR,1,28:16,9,15,.600,0,1,.000,5,6,.833,1,4,5,9,2,0,1,2,23,24.1,+12
48,47,2013-01-30,23-320,LAC,W (+6),MIN,1,36:16,11,17,.647,0,0,,4,4,1.000,5,8,13,0,3,0,3,3,26,23.2,+9
49,48,2013-02-01,23-322,LAC,L (-25),TOR,1,34:11,4,11,.364,0,0,,9,12,.750,2,7,9,2,0,0,3,3,17,10.4,-25
50,49,2013-02-03,23-324,LAC,L (-2),BOS,1,37:14,8,14,.571,0,0,,4,7,.571,4,7,11,5,1,0,4,4,20,16.0,+12
51,,2013-02-04,23-325,LAC,L (-8),WAS,Did Not Play,,,,,,,,,,,,,,,,,,,,,
52,,2013-02-06,23-327,LAC,W (+10),ORL,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
53,50,2013-02-08,23-329,LAC,L (-22),MIA,1,24:07,5,7,.714,0,0,,3,4,.750,0,5,5,3,0,0,4,4,13,7.7,-21
54,51,2013-02-10,23-331,LAC,W (+14),NYK,1,37:35,7,12,.583,0,0,,3,5,.600,6,6,12,4,2,1,4,3,17,16.9,-2
55,52,2013-02-11,23-332,LAC,W (+17),PHI,1,27:49,9,14,.643,0,0,,2,4,.500,3,6,9,5,1,0,4,3,20,16.2,+22
56,53,2013-02-13,23-334,LAC,W (+10),HOU,1,32:26,6,10,.600,0,0,,8,11,.727,4,7,11,5,4,1,2,4,20,23.7,+26
57,54,2013-02-14,23-335,LAC,W (+24),LAL,1,31:28,11,15,.733,0,0,,0,0,,6,4,10,2,0,2,2,4,22,20.5,+31
58,55,2013-02-21,23-342,LAC,L (-26),SAS,1,29:00,7,17,.412,0,0,,3,4,.750,4,4,8,3,0,0,3,4,17,9.0,-34
59,56,2013-02-23,23-344,LAC,W (+13),UTA,1,31:29,7,12,.583,0,0,,4,4,1.000,3,4,7,3,1,1,1,4,18,16.9,+17
60,57,2013-02-26,23-347,LAC,W (+22),CHA,1,31:11,11,14,.786,0,0,,2,4,.500,2,5,7,6,0,1,2,2,24,22.8,+16
61,58,2013-02-28,23-349,LAC,W (+8),IND,1,36:20,7,10,.700,0,0,,4,5,.800,2,12,14,2,0,0,1,5,18,16.8,+6
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,59,2013-03-01,23-350,LAC,W (+16),CLE,1,29:18,7,12,.583,0,0,,2,5,.400,5,6,11,3,3,3,0,2,16,20.9,+13
64,60,2013-03-03,23-352,LAC,L (-4),OKC,1,32:22,8,14,.571,0,0,,4,6,.667,3,6,9,5,0,1,2,6,20,16.3,-6
65,61,2013-03-06,23-355,LAC,W (+16),MIL,1,32:50,9,14,.643,0,1,.000,5,8,.625,2,9,11,11,1,1,3,2,23,25.3,+5
66,62,2013-03-07,23-356,LAC,L (-15),DEN,1,33:17,7,12,.583,0,0,,3,3,1.000,1,1,2,2,1,0,3,3,17,10.6,-20
67,63,2013-03-10,23-359,LAC,W (+32),DET,1,21:21,9,12,.750,0,1,.000,4,7,.571,1,7,8,3,0,1,2,3,22,18.4,+27
68,64,2013-03-13,23-362,LAC,L (-11),MEM,1,36:31,8,15,.533,0,1,.000,6,7,.857,4,2,6,5,0,1,3,4,22,17.3,-2
69,65,2013-03-17,24-001,LAC,W (+13),NYK,1,38:14,6,14,.429,0,0,,0,5,.000,4,8,12,3,1,2,1,2,12,10.5,+6
70,66,2013-03-19,24-003,LAC,L (-15),SAC,1,37:43,11,14,.786,0,0,,4,4,1.000,1,3,4,5,2,1,3,5,26,23.4,-11
71,67,2013-03-20,24-004,LAC,W (+29),PHI,1,26:18,2,9,.222,0,1,.000,3,4,.750,4,5,9,6,1,0,3,3,7,6.4,+7
72,68,2013-03-23,24-007,LAC,W (+6),BRK,1,38:31,4,11,.364,1,1,1.000,2,5,.400,2,5,7,4,0,0,4,4,11,3.8,+15
73,69,2013-03-26,24-010,LAC,L (-7),DAL,1,36:50,4,12,.333,0,1,.000,6,8,.750,2,7,9,3,0,1,4,5,14,6.7,-13
74,70,2013-03-27,24-011,LAC,W (+14),NOH,1,35:50,6,12,.500,0,0,,7,8,.875,3,2,5,2,1,0,1,1,19,16.3,+13
75,71,2013-03-29,24-013,LAC,L (-2),SAS,1,38:01,7,20,.350,0,1,.000,4,5,.800,3,4,7,4,0,0,1,3,18,10.3,0
76,72,2013-03-30,24-014,LAC,L (-17),HOU,1,28:14,5,11,.455,0,0,,2,2,1.000,1,2,3,2,0,1,2,2,12,6.9,-12
77,73,2013-04-01,24-016,LAC,L (-3),IND,1,28:22,8,13,.615,0,0,,1,1,1.000,2,3,5,0,1,0,2,1,17,12.0,-22
78,74,2013-04-03,24-018,LAC,W (+25),PHO,1,26:58,4,7,.571,0,0,,1,3,.333,1,4,5,7,1,0,2,1,9,10.3,+30
79,75,2013-04-07,24-022,LAC,W (+14),LAL,1,36:54,8,18,.444,1,3,.333,7,8,.875,4,8,12,5,0,0,1,1,24,21.5,+11
80,76,2013-04-10,24-025,LAC,W (+16),MIN,1,29:44,9,13,.692,0,0,,1,3,.333,4,4,8,7,1,0,5,2,19,16.8,+17
81,77,2013-04-12,24-027,LAC,W (+3),NOH,1,39:09,9,16,.563,0,2,.000,2,4,.500,1,4,5,4,0,1,1,4,20,14.4,-1
82,78,2013-04-13,24-028,LAC,W (+4),MEM,1,33:01,5,12,.417,0,0,,2,6,.333,3,6,9,3,1,0,1,2,12,9.2,-7
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,79,2013-04-16,24-031,LAC,W (+16),POR,1,27:05,6,9,.667,0,0,,4,5,.800,1,5,6,4,2,0,3,2,16,14.9,+16
85,80,2013-04-17,24-032,LAC,W (+4),SAC,1,30:37,3,10,.300,0,0,,1,2,.500,1,3,4,2,0,0,4,2,7,-1.0,-1
0,1,2013-10-29,24-227,LAC,L (-13),LAL,1,40:09,8,15,.533,0,0,,3,10,.300,2,5,7,3,1,0,4,1,19,10.5,-6
1,2,2013-10-31,24-229,LAC,W (+11),GSW,1,34:13,9,12,.750,0,1,.000,5,8,.625,0,10,10,2,2,1,3,6,23,18.7,+18
2,3,2013-11-01,24-230,LAC,W (+9),SAC,1,41:23,6,13,.462,0,1,.000,8,8,1.000,3,14,17,7,0,2,2,2,20,23.1,+8
3,4,2013-11-04,24-233,LAC,W (+19),HOU,1,31:45,8,13,.615,0,0,,2,4,.500,2,5,7,2,1,1,2,5,18,13.3,+30
4,5,2013-11-06,24-235,LAC,L (-8),ORL,1,40:03,10,20,.500,0,0,,3,6,.500,0,13,13,2,2,1,1,2,23,18.0,+2
5,6,2013-11-07,24-236,LAC,L (-5),MIA,1,38:18,11,15,.733,1,1,1.000,4,5,.800,2,12,14,2,1,0,3,3,27,23.7,+3
6,7,2013-11-09,24-238,LAC,W (+13),HOU,1,34:01,9,16,.563,1,1,1.000,3,6,.500,1,6,7,2,1,0,3,5,22,13.1,+10
7,8,2013-11-11,24-240,LAC,W (+2),MIN,1,39:18,11,22,.500,0,0,,3,4,.750,1,9,10,5,0,0,0,3,25,19.3,0
8,9,2013-11-13,24-242,LAC,W (+8),OKC,1,37:59,8,14,.571,0,0,,6,9,.667,6,6,12,7,3,0,5,5,22,21.1,+8
9,10,2013-11-16,24-245,LAC,W (+7),BRK,1,39:59,12,19,.632,0,0,,6,11,.545,3,9,12,2,0,1,3,5,30,21.4,+7
10,11,2013-11-18,24-247,LAC,L (-4),MEM,1,33:18,11,21,.524,0,0,,1,3,.333,5,6,11,1,2,1,1,4,23,18.0,+8
11,12,2013-11-20,24-249,LAC,W (+4),MIN,1,38:19,10,19,.526,0,0,,0,0,,1,9,10,2,2,2,2,4,20,15.3,+2
12,13,2013-11-21,24-250,LAC,L (-14),OKC,1,36:39,12,23,.522,0,0,,3,4,.750,2,8,10,5,2,0,3,1,27,21.2,0
13,14,2013-11-23,24-252,LAC,W (+1),SAC,1,40:14,3,10,.300,1,2,.500,9,13,.692,3,7,10,4,1,0,6,5,16,8.6,+4
14,15,2013-11-24,24-253,LAC,W (+39),CHI,1,27:18,6,10,.600,0,0,,3,4,.750,2,10,12,2,1,3,2,4,15,15.3,+19
15,16,2013-11-27,24-256,LAC,W (+13),NYK,1,35:44,6,13,.462,0,0,,3,6,.500,3,10,13,2,0,1,3,3,15,10.1,-5
16,17,2013-11-29,24-258,LAC,W (+6),SAC,1,38:57,7,15,.467,0,0,,7,10,.700,2,10,12,1,0,0,4,4,21,11.6,-1
17,18,2013-12-01,24-260,LAC,L (-5),IND,1,36:32,6,13,.462,0,0,,4,5,.800,3,9,12,2,1,0,5,3,16,9.9,-21
18,19,2013-12-04,24-263,LAC,L (-10),ATL,1,36:34,10,17,.588,0,0,,4,4,1.000,1,6,7,4,0,1,0,2,24,21.3,-13
19,20,2013-12-05,24-264,LAC,W (+20),MEM,1,30:00,5,15,.333,0,0,,4,4,1.000,5,4,9,5,1,0,2,3,14,11.5,+11
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,2013-12-07,24-266,LAC,L (-6),CLE,1,37:26,3,12,.250,0,0,,4,6,.667,3,7,10,4,1,0,2,4,10,6.4,-7
22,22,2013-12-09,24-268,LAC,W (+11),PHI,1,39:33,9,14,.643,0,2,.000,8,14,.571,0,8,8,0,1,3,1,5,26,19.9,+11
23,23,2013-12-11,24-270,LAC,W (+8),BOS,1,41:32,7,16,.438,0,1,.000,4,4,1.000,1,6,7,4,1,0,4,3,18,10.7,+9
24,24,2013-12-12,24-271,LAC,L (-9),BRK,1,29:43,2,8,.250,0,0,,8,13,.615,3,8,11,3,1,0,3,2,12,9.0,-11
25,25,2013-12-14,24-273,LAC,W (+16),WAS,1,39:01,6,13,.462,0,1,.000,4,4,1.000,1,8,9,5,2,1,3,2,16,14.8,+22
26,26,2013-12-16,24-275,LAC,W (+23),SAS,1,33:57,8,14,.571,0,0,,11,15,.733,2,7,9,2,0,0,3,3,27,19.5,+9
27,27,2013-12-18,24-277,LAC,W (+13),NOP,1,31:54,8,16,.500,2,3,.667,3,4,.750,3,7,10,5,0,1,3,6,21,15.6,+10
28,28,2013-12-21,24-280,LAC,W (+21),DEN,1,35:43,8,17,.471,0,1,.000,8,10,.800,5,11,16,4,1,1,3,2,24,22.0,+19
29,29,2013-12-22,24-281,LAC,W (+4),MIN,1,40:48,11,20,.550,0,0,,10,11,.909,3,7,10,2,4,0,2,6,32,27.2,0
30,30,2013-12-25,24-284,LAC,L (-2),GSW,1,32:30,8,16,.500,0,1,.000,4,6,.667,3,11,14,5,0,0,4,3,20,14.9,+2
31,31,2013-12-26,24-285,LAC,L (-4),POR,1,41:15,15,27,.556,1,1,1.000,4,5,.800,3,8,11,1,1,2,2,2,35,26.5,+6
32,32,2013-12-28,24-287,LAC,W (+8),UTA,1,38:09,13,20,.650,0,0,,14,17,.824,1,9,10,3,1,1,8,2,40,28.4,+10
33,33,2013-12-30,24-289,LAC,L (-19),PHO,1,28:28,5,15,.333,0,0,,5,7,.714,2,3,5,1,1,0,4,4,15,4.1,-26
34,34,2014-01-01,24-291,LAC,W (+27),CHA,1,38:07,14,20,.700,1,2,.500,2,4,.500,2,10,12,2,0,0,4,4,31,22.0,+22
35,35,2014-01-03,24-293,LAC,W (+7),DAL,1,41:08,7,18,.389,0,1,.000,11,13,.846,5,10,15,5,0,1,0,3,25,23.9,+17
36,36,2014-01-04,24-294,LAC,L (-24),SAS,1,35:03,7,15,.467,0,0,,5,7,.714,2,5,7,2,0,0,1,2,19,13.0,-19
37,37,2014-01-06,24-296,LAC,W (+20),ORL,1,23:47,5,12,.417,0,1,.000,6,8,.750,2,6,8,6,3,0,2,4,16,15.6,+15
38,38,2014-01-08,24-298,LAC,W (+6),BOS,1,41:23,9,14,.643,0,0,,11,17,.647,1,5,6,8,2,0,2,4,29,26.6,+9
39,39,2014-01-10,24-300,LAC,W (+36),LAL,1,29:48,12,15,.800,0,0,,9,11,.818,2,10,12,4,4,2,4,2,33,34.3,+45
40,40,2014-01-15,24-305,LAC,W (+2),DAL,1,40:04,5,11,.455,0,1,.000,13,16,.813,1,6,7,8,1,0,5,3,23,19.0,-2
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41,2014-01-17,24-307,LAC,W (+14),NYK,1,39:41,12,20,.600,1,3,.333,7,9,.778,0,7,7,2,3,1,4,5,32,23.2,+9
43,42,2014-01-18,24-308,LAC,L (-14),IND,1,34:36,6,18,.333,0,1,.000,7,8,.875,3,5,8,4,1,1,1,4,19,13.9,-13
44,43,2014-01-20,24-310,LAC,W (+9),DET,1,32:49,9,16,.563,0,2,.000,7,12,.583,3,2,5,5,1,0,4,3,25,17.4,+1
45,44,2014-01-22,24-312,LAC,L (-4),CHA,1,37:26,11,20,.550,0,0,,5,6,.833,1,6,7,6,1,0,3,3,27,20.5,+7
46,45,2014-01-24,24-314,LAC,W (+17),CHI,1,37:06,11,18,.611,0,0,,4,7,.571,4,9,13,7,0,0,0,2,26,26.2,+15
47,46,2014-01-25,24-315,LAC,W (+8),TOR,1,39:24,10,18,.556,0,0,,10,13,.769,2,3,5,2,1,0,0,5,30,22.9,+5
48,47,2014-01-27,24-317,LAC,W (+28),MIL,1,28:26,8,13,.615,0,1,.000,4,5,.800,2,3,5,2,2,1,3,3,20,15.9,+19
49,48,2014-01-29,24-319,LAC,W (+7),WAS,1,37:23,12,20,.600,0,0,,5,8,.625,1,8,9,4,1,1,6,4,29,18.6,+4
50,49,2014-01-30,24-320,LAC,L (-19),GSW,1,39:33,11,21,.524,0,0,,5,10,.500,1,2,3,2,3,0,2,1,27,18.0,-8
51,50,2014-02-01,24-322,LAC,W (+15),UTA,1,35:25,9,19,.474,0,0,,7,12,.583,4,7,11,4,0,0,1,2,25,19.2,+17
52,51,2014-02-03,24-324,LAC,L (-1),DEN,1,37:34,13,21,.619,0,0,,10,16,.625,6,5,11,5,1,0,0,4,36,32.7,0
53,52,2014-02-05,24-326,LAC,L (-4),MIA,1,42:17,16,34,.471,1,3,.333,10,17,.588,9,6,15,6,0,0,4,5,43,29.1,+5
54,53,2014-02-07,24-328,LAC,W (+13),TOR,1,28:19,13,18,.722,0,1,.000,10,13,.769,1,7,8,2,2,1,2,5,36,30.3,+12
55,54,2014-02-09,24-330,LAC,W (+45),PHI,1,24:52,11,14,.786,0,0,,4,4,1.000,0,11,11,6,1,0,2,3,26,25.9,+32
56,55,2014-02-12,24-333,LAC,W (+5),POR,1,39:15,13,21,.619,0,0,,10,12,.833,2,8,10,1,0,0,1,3,36,28.0,0
57,56,2014-02-18,24-339,LAC,L (-10),SAS,1,38:12,14,24,.583,1,1,1.000,6,10,.600,3,9,12,4,2,0,3,1,35,28.4,-4
58,57,2014-02-21,24-342,LAC,L (-6),MEM,1,39:42,10,21,.476,0,0,,8,14,.571,5,8,13,2,0,1,2,4,28,19.3,-2
59,58,2014-02-23,24-344,LAC,W (+8),OKC,1,36:30,6,15,.400,1,1,1.000,7,10,.700,2,5,7,6,0,1,4,5,20,12.5,+15
60,59,2014-02-24,24-345,LAC,W (+13),NOP,1,33:04,6,12,.500,0,2,.000,10,14,.714,0,4,4,3,1,0,4,5,22,12.7,+17
61,60,2014-02-26,24-347,LAC,W (+8),HOU,1,40:20,11,25,.440,0,2,.000,1,1,1.000,6,10,16,3,2,1,2,2,23,19.1,+20
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,2014-03-01,24-350,LAC,W (+32),NOP,1,31:40,8,17,.471,0,0,,4,6,.667,0,5,5,1,0,1,3,1,20,10.0,+29
64,62,2014-03-04,24-353,LAC,W (+8),PHO,1,36:32,9,18,.500,0,0,,4,8,.500,2,3,5,6,1,1,3,3,22,15.4,+15
65,63,2014-03-06,24-355,LAC,W (+48),LAL,1,25:47,8,12,.667,0,0,,4,6,.667,2,9,11,7,2,0,5,3,20,18.8,+34
66,64,2014-03-08,24-357,LAC,W (+1),ATL,1,37:51,11,19,.579,0,0,,5,9,.556,3,5,8,5,1,0,7,5,27,15.6,-1
67,65,2014-03-10,24-359,LAC,W (+7),PHO,1,31:42,14,16,.875,0,0,,9,10,.900,2,4,6,3,1,0,6,6,37,28.3,+9
68,66,2014-03-12,24-361,LAC,W (+13),GSW,1,42:00,13,28,.464,0,0,,4,8,.500,5,10,15,3,3,0,3,2,30,21.8,+10
69,67,2014-03-14,24-363,LAC,W (+9),UTA,1,36:22,7,17,.412,0,1,.000,6,6,1.000,1,4,5,5,2,0,2,2,20,15.5,-2
70,68,2014-03-16,25-000,LAC,W (+22),CLE,1,37:32,9,18,.500,0,0,,3,4,.750,0,11,11,8,0,1,1,4,21,18.6,+24
71,69,2014-03-17,25-001,LAC,L (-10),DEN,1,41:44,7,25,.280,0,0,,12,12,1.000,8,4,12,4,2,2,2,3,26,21.1,0
72,70,2014-03-22,25-006,LAC,W (+9),DET,1,37:26,12,17,.706,0,1,.000,1,2,.500,1,6,7,7,1,1,3,2,25,22.8,+23
73,71,2014-03-24,25-008,LAC,W (+8),MIL,1,38:18,10,19,.526,0,0,,7,9,.778,2,12,14,6,1,3,5,0,27,24.2,+14
74,72,2014-03-26,25-010,LAC,L (-2),NOP,1,38:53,6,13,.462,0,0,,9,15,.600,2,6,8,3,2,2,3,3,21,16.4,0
75,73,2014-03-27,25-011,LAC,W (+6),DAL,1,40:03,8,14,.571,0,0,,2,3,.667,4,9,13,4,0,2,4,5,18,14.7,+15
76,74,2014-03-29,25-013,LAC,W (+11),HOU,1,6:11,2,3,.667,0,0,,3,3,1.000,0,1,1,1,0,1,0,1,7,7.0,-6
77,,2014-03-31,25-015,LAC,W (+10),MIN,Did Not Play,,,,,,,,,,,,,,,,,,,,,
78,75,2014-04-02,25-017,LAC,W (+4),PHO,1,33:42,7,15,.467,0,0,,9,10,.900,4,2,6,3,1,0,3,3,23,17.2,-6
79,76,2014-04-03,25-018,LAC,L (-6),DAL,1,39:39,9,23,.391,0,0,,7,7,1.000,4,6,10,11,1,1,1,5,25,23.5,-5
80,77,2014-04-06,25-021,LAC,W (+23),LAL,1,30:47,7,14,.500,0,0,,9,13,.692,0,7,7,6,3,0,3,3,23,19.5,+24
81,78,2014-04-09,25-024,LAC,L (-6),OKC,1,39:11,11,23,.478,0,1,.000,8,11,.727,5,7,12,1,0,0,3,4,30,18.8,-6
82,79,2014-04-12,25-027,LAC,W (+16),SAC,1,36:29,9,15,.600,1,2,.500,8,9,.889,0,4,4,9,2,1,2,4,27,26.3,+19
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,80,2014-04-15,25-030,LAC,W (+12),DEN,1,29:33,9,17,.529,0,1,.000,6,6,1.000,0,5,5,4,2,1,3,1,24,19.3,+6
85,,2014-04-16,25-031,LAC,L (-6),POR,Player Suspended,,,,,,,,,,,,,,,,,,,,,
0,1,2014-10-30,25-228,LAC,W (+3),OKC,1,38:27,8,18,.444,0,0,,7,10,.700,5,2,7,3,1,0,3,6,23,14.2,-5
1,2,2014-10-31,25-229,LAC,W (+7),LAL,1,38:54,13,23,.565,2,2,1.000,11,12,.917,1,6,7,4,0,0,5,4,39,26.4,+5
2,3,2014-11-02,25-231,LAC,L (-6),SAC,1,38:08,6,20,.300,0,1,.000,5,8,.625,5,3,8,4,0,1,2,4,17,8.5,-15
3,4,2014-11-03,25-232,LAC,W (+6),UTA,1,38:27,14,21,.667,0,0,,3,4,.750,1,8,9,4,0,2,1,3,31,26.6,+7
4,5,2014-11-05,25-234,LAC,L (-17),GSW,1,31:18,7,15,.467,0,0,,0,1,.000,0,1,1,1,0,0,2,2,14,4.1,-23
5,6,2014-11-08,25-237,LAC,W (+4),POR,1,35:14,8,24,.333,0,0,,7,8,.875,2,4,6,3,0,0,1,3,23,11.5,-6
6,7,2014-11-10,25-239,LAC,L (-4),SAS,1,37:09,9,17,.529,0,0,,5,7,.714,3,7,10,6,1,0,3,3,23,19.1,-15
7,8,2014-11-15,25-244,LAC,W (+13),PHO,1,31:54,7,12,.583,0,0,,5,8,.625,0,8,8,4,1,1,4,5,19,13.1,+25
8,9,2014-11-17,25-246,LAC,L (-16),CHI,1,36:39,7,15,.467,0,1,.000,5,10,.500,4,6,10,4,0,0,5,3,19,10.5,-24
9,10,2014-11-19,25-248,LAC,W (+24),ORL,1,30:12,8,18,.444,0,0,,4,6,.667,0,4,4,2,0,0,1,1,20,11.0,+12
10,11,2014-11-20,25-249,LAC,W (+17),MIA,1,29:59,12,18,.667,1,2,.500,1,3,.333,2,5,7,4,3,0,0,3,26,24.9,+31
11,12,2014-11-23,25-252,LAC,L (-16),MEM,1,33:26,5,17,.294,0,0,,2,4,.500,1,3,4,3,1,0,4,3,12,0.8,-18
12,13,2014-11-24,25-253,LAC,W (+21),CHO,1,38:24,10,23,.435,0,0,,2,3,.667,5,11,16,9,0,0,2,3,22,19.4,+31
13,14,2014-11-26,25-255,LAC,W (+6),DET,1,33:07,6,17,.353,0,0,,3,3,1.000,3,4,7,7,1,0,2,2,15,11.9,+4
14,15,2014-11-28,25-257,LAC,W (+17),HOU,1,30:38,11,20,.550,0,0,,8,8,1.000,2,8,10,1,0,0,2,3,30,21.7,+11
15,16,2014-11-29,25-258,LAC,W (+16),UTA,1,33:45,13,18,.722,1,1,1.000,1,2,.500,2,4,6,3,0,0,1,3,28,22.7,+28
16,17,2014-12-01,25-260,LAC,W (+26),MIN,1,25:20,8,14,.571,0,0,,7,8,.875,1,7,8,3,0,1,1,2,23,19.8,+21
17,18,2014-12-03,25-262,LAC,W (+28),ORL,1,28:54,9,16,.563,0,0,,3,4,.750,1,7,8,6,2,1,4,1,21,18.3,+27
18,19,2014-12-06,25-265,LAC,W (+20),NOP,1,30:25,10,15,.667,0,1,.000,10,15,.667,1,6,7,5,1,0,1,3,30,26.3,+24
19,20,2014-12-08,25-267,LAC,W (+1),PHO,1,42:32,14,24,.583,2,2,1.000,15,17,.882,0,8,8,2,1,0,3,4,45,33.2,+13
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,2014-12-10,25-269,LAC,W (+7),IND,1,37:59,7,17,.412,0,0,,3,4,.750,3,7,10,5,0,2,0,1,17,16.2,+22
22,22,2014-12-12,25-271,LAC,L (-8),WAS,1,36:40,6,13,.462,0,0,,2,4,.500,1,1,2,3,1,0,2,5,14,6.6,-11
23,23,2014-12-13,25-272,LAC,L (-5),MIL,1,39:00,4,12,.333,0,0,,2,4,.500,2,4,6,9,2,0,1,2,10,11.5,+14
24,24,2014-12-15,25-274,LAC,W (+22),DET,1,31:58,7,16,.438,1,1,1.000,3,4,.750,2,5,7,7,2,1,3,2,18,15.9,+13
25,25,2014-12-17,25-276,LAC,W (+2),IND,1,40:08,11,27,.407,0,2,.000,9,13,.692,6,10,16,5,1,0,4,2,31,21.8,+16
26,26,2014-12-19,25-278,LAC,L (-3),DEN,1,40:52,9,20,.450,0,0,,14,18,.778,4,8,12,3,1,0,0,5,32,26.3,+18
27,27,2014-12-20,25-279,LAC,W (+4),MIL,1,34:13,10,17,.588,0,0,,4,5,.800,4,2,6,8,1,0,4,3,24,20.5,+4
28,28,2014-12-22,25-281,LAC,L (-7),SAS,1,37:42,10,20,.500,0,0,,2,4,.500,0,6,6,6,1,1,4,3,22,13.7,-9
29,29,2014-12-23,25-282,LAC,L (-3),ATL,1,36:24,9,17,.529,0,1,.000,3,4,.750,1,7,8,11,1,1,2,3,21,21.3,+10
30,30,2014-12-25,25-284,LAC,W (+14),GSW,1,39:01,5,16,.313,0,1,.000,8,13,.615,3,12,15,6,2,1,5,4,18,12.8,+7
31,31,2014-12-27,25-286,LAC,L (-12),TOR,1,38:04,9,20,.450,0,0,,4,5,.800,1,5,6,5,1,2,4,4,22,13.7,-13
32,32,2014-12-29,25-288,LAC,W (+4),UTA,1,41:14,10,20,.500,0,0,,4,6,.667,0,6,6,7,2,3,6,4,24,16.4,-1
33,33,2014-12-31,25-290,LAC,W (+21),NYK,1,34:35,6,16,.375,0,0,,1,3,.333,0,7,7,11,0,0,0,1,13,12.8,+19
34,34,2015-01-03,25-293,LAC,W (+36),PHI,1,29:43,7,13,.538,0,1,.000,1,1,1.000,0,2,2,3,1,0,3,1,15,9.0,+11
