,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
35,35,2015-01-05,25-295,LAC,L (-9),ATL,1,40:05,6,17,.353,0,0,,14,18,.778,3,7,10,6,0,0,5,5,26,16.3,-17
36,36,2015-01-07,25-297,LAC,W (+25),LAL,1,30:51,9,13,.692,0,0,,9,13,.692,1,8,9,8,3,0,0,1,27,31.2,+36
37,37,2015-01-10,25-300,LAC,W (+20),DAL,1,35:04,11,15,.733,0,0,,0,2,.000,1,6,7,6,2,0,2,3,22,20.6,+25
38,38,2015-01-11,25-301,LAC,L (-14),MIA,1,38:52,10,19,.526,1,3,.333,5,7,.714,3,3,6,3,0,0,2,4,26,17.4,-5
39,39,2015-01-14,25-304,LAC,W (+6),POR,1,38:47,7,20,.350,0,0,,4,4,1.000,1,2,3,4,3,0,3,2,18,10.1,+9
40,40,2015-01-16,25-306,LAC,L (-5),CLE,1,41:24,14,23,.609,0,0,,6,7,.857,4,6,10,3,1,0,0,6,34,28.4,+11
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41,2015-01-17,25-307,LAC,W (+9),SAC,1,36:32,11,16,.688,0,0,,8,11,.727,1,4,5,5,1,0,1,2,30,26.6,+8
43,42,2015-01-19,25-309,LAC,W (+9),BOS,1,35:05,9,18,.500,0,1,.000,4,4,1.000,2,7,9,6,1,0,0,2,22,20.9,+8
44,43,2015-01-22,25-312,LAC,W (+39),BRK,1,24:53,11,14,.786,0,0,,2,3,.667,1,5,6,3,2,0,3,4,24,19.9,+35
45,44,2015-01-25,25-315,LAC,W (+20),PHO,1,36:12,11,19,.579,0,0,,1,4,.250,3,4,7,7,1,0,1,2,23,20.3,+25
46,45,2015-01-26,25-316,LAC,W (+4),DEN,1,34:15,6,17,.353,0,0,,2,4,.500,2,7,9,10,1,1,2,1,14,13.5,+4
47,46,2015-01-28,25-318,LAC,W (+5),UTA,1,38:11,7,17,.412,0,1,.000,3,6,.500,3,4,7,3,1,1,3,3,17,9.6,+3
48,47,2015-01-30,25-320,LAC,L (-5),NOP,1,37:29,7,14,.500,0,0,,5,6,.833,2,2,4,6,1,0,0,4,19,17.2,-7
49,48,2015-01-31,25-321,LAC,W (+20),SAS,1,34:40,12,21,.571,0,0,,7,7,1.000,1,12,13,5,0,1,2,1,31,27.2,+15
50,49,2015-02-02,25-323,LAC,L (-2),BRK,1,35:02,6,10,.600,0,0,,1,4,.250,1,5,6,7,1,0,2,6,13,10.9,+3
51,50,2015-02-05,25-326,LAC,L (-11),CLE,1,26:34,7,17,.412,0,0,,2,3,.667,3,5,8,4,0,0,1,3,16,10.7,-24
52,51,2015-02-06,25-327,LAC,L (-16),TOR,1,35:43,9,15,.600,0,0,,8,9,.889,2,4,6,9,1,1,1,1,26,27.9,-14
53,,2015-02-08,25-329,LAC,L (-23),OKC,Not With Team,,,,,,,,,,,,,,,,,,,,,
54,,2015-02-09,25-330,LAC,W (+17),DAL,Not With Team,,,,,,,,,,,,,,,,,,,,,
55,,2015-02-11,25-332,LAC,W (+15),HOU,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
56,,2015-02-19,25-340,LAC,W (+4),SAS,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
57,,2015-02-21,25-342,LAC,W (+27),SAC,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
58,,2015-02-23,25-344,LAC,L (-3),MEM,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
59,,2015-02-25,25-346,LAC,L (-5),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
60,,2015-02-27,25-348,LAC,W (+18),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
61,,2015-03-01,25-350,LAC,W (+10),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,2015-03-02,25-351,LAC,W (+5),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
64,,2015-03-04,25-353,LAC,L (-5),POR,Inactive,,,,,,,,,,,,,,,,,,,,,
65,,2015-03-08,25-357,LAC,L (-8),GSW,Inactive,,,,,,,,,,,,,,,,,,,,,
66,,2015-03-09,25-358,LAC,W (+13),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
67,,2015-03-11,25-360,LAC,W (+12),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
68,,2015-03-13,25-362,LAC,L (-30),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
69,52,2015-03-15,25-364,LAC,L (-2),HOU,1,40:41,4,10,.400,0,0,,3,3,1.000,2,9,11,8,2,1,5,5,11,11.0,-4
70,53,2015-03-17,26-001,LAC,W (+7),CHO,1,36:22,8,12,.667,0,0,,3,3,1.000,1,10,11,4,3,0,2,1,19,20.9,+7
71,54,2015-03-18,26-002,LAC,W (+11),SAC,1,36:06,7,16,.438,0,0,,5,6,.833,3,7,10,5,0,2,4,3,19,14.1,+15
72,55,2015-03-20,26-004,LAC,W (+14),WAS,1,35:36,10,19,.526,0,0,,2,7,.286,1,5,6,5,1,1,4,4,22,12.5,+25
73,56,2015-03-22,26-006,LAC,W (+7),NOP,1,37:26,10,21,.476,0,0,,3,3,1.000,3,2,5,4,1,1,0,3,23,18.3,+12
74,57,2015-03-25,26-009,LAC,W (+31),NYK,1,26:45,3,8,.375,0,1,.000,8,11,.727,0,6,6,3,1,0,2,2,14,10.5,+32
75,58,2015-03-27,26-011,LAC,W (+21),PHI,1,29:09,5,8,.625,0,0,,0,0,,1,4,5,8,0,0,1,3,10,11.7,+13
76,59,2015-03-29,26-013,LAC,W (+13),BOS,1,32:50,7,14,.500,0,0,,7,9,.778,3,6,9,5,1,1,0,2,21,21.5,+14
77,60,2015-03-31,26-015,LAC,L (-4),GSW,1,42:31,16,25,.640,0,0,,8,8,1.000,2,10,12,5,1,3,3,4,40,35.3,+7
78,61,2015-04-01,26-016,LAC,W (+4),POR,1,38:23,10,18,.556,2,2,1.000,2,2,1.000,1,6,7,8,1,1,4,3,24,20.0,+4
79,62,2015-04-04,26-019,LAC,W (+15),DEN,1,25:24,6,12,.500,0,0,,0,5,.000,2,2,4,7,1,0,3,5,12,6.9,+17
80,63,2015-04-05,26-020,LAC,W (+28),LAL,1,30:40,8,14,.571,0,0,,2,2,1.000,1,4,5,5,0,0,0,1,18,16.4,+28
81,64,2015-04-07,26-022,LAC,W (+5),LAL,1,36:07,11,20,.550,0,0,,5,8,.625,1,6,7,6,0,1,3,2,27,19.8,+15
82,65,2015-04-11,26-026,LAC,W (+8),MEM,1,38:14,6,21,.286,0,1,.000,6,6,1.000,3,5,8,6,2,1,5,3,18,10.0,+14
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,66,2015-04-13,26-028,LAC,W (+7),DEN,1,40:04,7,18,.389,0,0,,8,9,.889,2,7,9,8,0,2,2,2,22,19.5,+16
85,67,2015-04-14,26-029,LAC,W (+11),PHO,1,29:27,8,14,.571,0,0,,4,4,1.000,0,8,8,5,2,0,1,2,20,19.5,+21
0,1,2015-10-28,26-226,LAC,W (+7),SAC,1,38:15,14,20,.700,0,0,,5,7,.714,2,6,8,4,0,0,2,3,33,26.6,+16
1,2,2015-10-29,26-227,LAC,W (+16),DAL,1,26:47,11,17,.647,0,0,,4,6,.667,2,8,10,2,1,1,3,1,26,21.2,+12
2,3,2015-10-31,26-229,LAC,W (+5),SAC,1,36:14,13,22,.591,0,0,,11,15,.733,1,8,9,6,2,0,3,4,37,29.9,+23
3,4,2015-11-02,26-231,LAC,W (+6),PHO,1,33:57,8,15,.533,0,0,,6,7,.857,1,9,10,2,0,1,0,2,22,19.0,-9
4,5,2015-11-04,26-233,LAC,L (-4),GSW,1,37:49,10,21,.476,0,2,.000,3,3,1.000,2,8,10,6,0,1,2,4,23,17.4,+8
5,6,2015-11-07,26-236,LAC,L (-4),HOU,1,38:06,14,22,.636,0,1,.000,7,8,.875,3,8,11,5,0,0,1,4,35,30.2,0
6,7,2015-11-09,26-238,LAC,W (+2),MEM,1,37:48,9,19,.474,0,0,,6,6,1.000,2,10,12,2,1,1,2,5,24,17.8,-3
7,8,2015-11-11,26-240,LAC,L (-10),DAL,1,34:02,8,19,.421,0,0,,5,7,.714,5,4,9,3,1,0,2,3,21,14.7,-10
8,9,2015-11-12,26-241,LAC,L (-14),PHO,1,16:12,5,10,.500,0,0,,1,2,.500,1,2,3,4,1,0,0,0,11,10.7,-8
9,10,2015-11-14,26-243,LAC,W (+5),DET,1,41:56,14,25,.560,0,0,,6,10,.600,4,4,8,9,2,1,2,4,34,29.9,-2
10,11,2015-11-19,26-248,LAC,L (-7),GSW,1,37:29,11,20,.550,1,1,1.000,4,6,.667,2,4,6,5,1,1,3,2,27,20.6,-12
11,12,2015-11-20,26-249,LAC,L (-11),POR,1,33:45,10,20,.500,0,1,.000,1,2,.500,1,6,7,7,0,0,3,5,21,13.0,-13
12,13,2015-11-22,26-251,LAC,L (-11),TOR,1,28:56,4,10,.400,1,3,.333,0,0,,2,4,6,4,2,0,6,4,9,3.4,-3
13,14,2015-11-24,26-253,LAC,W (+17),DEN,1,33:08,7,20,.350,1,1,1.000,3,4,.750,4,6,10,4,1,1,1,2,18,13.7,+12
14,15,2015-11-25,26-254,LAC,L (-11),UTA,1,38:41,18,23,.783,0,0,,4,5,.800,1,11,12,3,0,2,3,2,40,34.4,-3
15,16,2015-11-27,26-256,LAC,W (+21),NOP,1,28:36,7,15,.467,0,0,,6,7,.857,1,5,6,6,1,0,2,3,20,16.1,+26
16,17,2015-11-29,26-258,LAC,W (+8),MIN,1,37:02,9,16,.563,1,1,1.000,7,9,.778,0,8,8,8,0,2,3,3,26,22.8,+8
17,18,2015-11-30,26-259,LAC,W (+15),POR,1,32:00,8,19,.421,0,0,,7,10,.700,1,7,8,6,1,1,2,4,23,16.8,+19
18,19,2015-12-02,26-261,LAC,L (-12),IND,1,36:23,6,18,.333,0,0,,7,14,.500,1,3,4,6,0,0,4,4,19,6.2,-16
19,20,2015-12-05,26-264,LAC,W (+2),ORL,1,39:01,11,22,.500,0,0,,6,8,.750,2,11,13,7,0,0,4,0,28,21.8,+2
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,2015-12-07,26-266,LAC,W (+4),MIN,1,36:54,7,17,.412,0,1,.000,2,2,1.000,3,8,11,5,1,0,3,4,16,11.3,+8
22,22,2015-12-09,26-268,LAC,W (+14),MIL,1,39:34,8,18,.444,0,0,,5,8,.625,2,12,14,4,2,1,3,2,21,17.1,+23
23,23,2015-12-10,26-269,LAC,L (-3),CHI,1,24:45,7,14,.500,0,1,.000,4,4,1.000,1,10,11,2,0,2,2,3,18,14.3,-4
24,24,2015-12-12,26-271,LAC,W (+5),BRK,1,34:35,10,19,.526,0,1,.000,1,2,.500,1,8,9,4,1,0,3,0,21,15.2,-5
25,25,2015-12-14,26-273,LAC,W (+2),DET,1,42:47,15,30,.500,0,0,,4,6,.667,0,5,5,7,0,0,2,2,34,21.8,+11
26,26,2015-12-16,26-275,LAC,W (+13),MIL,1,33:52,5,13,.385,0,0,,5,7,.714,1,7,8,5,0,1,0,0,15,14.1,+17
27,27,2015-12-18,26-277,LAC,L (-8),SAS,1,39:58,10,19,.526,2,2,1.000,3,4,.750,0,5,5,5,1,0,1,3,25,19.1,+8
28,28,2015-12-19,26-278,LAC,L (-10),HOU,1,36:21,9,13,.692,0,0,,4,5,.800,0,8,8,6,1,0,2,5,22,19.7,-15
29,29,2015-12-21,26-280,LAC,L (-1),OKC,1,36:20,7,21,.333,0,1,.000,1,2,.500,0,7,7,5,0,0,1,3,15,6.1,-5
30,30,2015-12-25,26-284,LAC,W (+10),LAL,1,36:22,6,16,.375,0,1,.000,1,2,.500,3,9,12,7,1,1,6,4,13,7.6,+21
31,,2015-12-26,26-285,LAC,W (+5),UTA,Inactive,,,,,,,,,,,,,,,,,,,,,
32,,2015-12-28,26-287,LAC,W (+17),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
33,,2015-12-30,26-289,LAC,W (+5),CHO,Inactive,,,,,,,,,,,,,,,,,,,,,
34,,2015-12-31,26-290,LAC,W (+6),NOP,Inactive,,,,,,,,,,,,,,,,,,,,,
35,,2016-01-02,26-292,LAC,W (+31),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
36,,2016-01-06,26-296,LAC,W (+11),POR,Inactive,,,,,,,,,,,,,,,,,,,,,
37,,2016-01-09,26-299,LAC,W (+14),CHO,Inactive,,,,,,,,,,,,,,,,,,,,,
38,,2016-01-10,26-300,LAC,W (+3),NOP,Inactive,,,,,,,,,,,,,,,,,,,,,
39,,2016-01-13,26-303,LAC,W (+14),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
40,,2016-01-16,26-306,LAC,L (-7),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,2016-01-18,26-308,LAC,W (+8),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
43,,2016-01-21,26-311,LAC,L (-13),CLE,Inactive,,,,,,,,,,,,,,,,,,,,,
44,,2016-01-22,26-312,LAC,W (+28),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
45,,2016-01-24,26-314,LAC,L (-18),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
46,,2016-01-26,26-316,LAC,W (+2),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
47,,2016-01-27,26-317,LAC,W (+2),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
48,,2016-01-29,26-319,LAC,W (+12),LAL,Inactive,,,,,,,,,,,,,,,,,,,,,
49,,2016-01-31,26-321,LAC,W (+27),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
50,,2016-02-03,26-324,LAC,L (-6),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
51,,2016-02-05,26-326,LAC,W (+14),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
52,,2016-02-07,26-328,LAC,W (+7),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
53,,2016-02-08,26-329,LAC,W (+6),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
54,,2016-02-10,26-331,LAC,L (-5),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
55,,2016-02-18,26-339,LAC,W (+19),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
56,,2016-02-20,26-341,LAC,L (-3),GSW,Inactive,,,,,,,,,,,,,,,,,,,,,
57,,2016-02-22,26-343,LAC,W (+40),PHO,Inactive,,,,,,,,,,,,,,,,,,,,,
58,,2016-02-24,26-345,LAC,L (-6),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
59,,2016-02-26,26-347,LAC,W (+10),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
60,,2016-02-29,26-350,LAC,W (+10),BRK,Inactive,,,,,,,,,,,,,,,,,,,,,
61,,2016-03-02,26-352,LAC,W (+5),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,2016-03-05,26-355,LAC,L (-10),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
64,,2016-03-07,26-357,LAC,W (+19),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
65,,2016-03-09,26-359,LAC,L (-12),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
66,,2016-03-11,26-361,LAC,W (+7),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
67,,2016-03-13,26-363,LAC,L (-24),CLE,Inactive,,,,,,,,,,,,,,,,,,,,,
68,,2016-03-15,26-365,LAC,L (-21),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
69,,2016-03-16,27-000,LAC,W (+16),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
70,,2016-03-19,27-003,LAC,L (-11),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
71,,2016-03-20,27-004,LAC,L (-4),NOP,Inactive,,,,,,,,,,,,,,,,,,,,,
72,,2016-03-23,27-007,LAC,L (-16),GSW,Inactive,,,,,,,,,,,,,,,,,,,,,
73,,2016-03-24,27-008,LAC,W (+2),POR,Inactive,,,,,,,,,,,,,,,,,,,,,
74,,2016-03-27,27-011,LAC,W (+15),DEN,Player Suspended,,,,,,,,,,,,,,,,,,,,,
75,,2016-03-28,27-012,LAC,W (+24),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
76,,2016-03-30,27-014,LAC,W (+20),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
77,,2016-03-31,27-015,LAC,L (-2),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
78,31,2016-04-03,27-018,LAC,W (+5),WAS,1,24:32,2,7,.286,0,0,,2,2,1.000,0,5,5,4,0,0,1,2,6,4.4,+23
79,32,2016-04-05,27-020,LAC,W (+22),LAL,1,16:48,1,5,.200,0,1,.000,2,2,1.000,0,3,3,3,1,0,4,0,4,0.9,+28
80,33,2016-04-06,27-021,LAC,W (+10),LAL,1,24:48,5,10,.500,0,0,,3,4,.750,0,8,8,3,1,0,1,0,13,12.1,+12
81,,2016-04-08,27-023,LAC,W (+3),UTA,Not With Team,,,,,,,,,,,,,,,,,,,,,
82,34,2016-04-10,27-025,LAC,W (+7),DAL,1,33:18,7,18,.389,0,0,,3,5,.600,2,9,11,7,2,0,4,5,17,11.4,-1
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,35,2016-04-12,27-027,LAC,W (+26),MEM,1,23:16,5,10,.500,0,0,,2,3,.667,0,7,7,4,3,0,2,3,12,11.3,+12
85,,2016-04-13,27-028,LAC,L (-9),PHO,Not With Team,,,,,,,,,,,,,,,,,,,,,
0,1,2016-10-27,27-225,LAC,W (+8),POR,1,36:33,9,22,.409,1,3,.333,8,9,.889,5,8,13,2,3,1,1,5,27,22.8,-10
1,2,2016-10-30,27-228,LAC,W (+13),UTA,1,29:47,7,14,.500,0,1,.000,4,6,.667,3,7,10,1,1,0,2,2,18,13.3,+12
2,3,2016-10-31,27-229,LAC,W (+18),PHO,1,31:30,4,7,.571,1,1,1.000,12,14,.857,0,11,11,5,0,1,5,5,21,17.4,+18
3,4,2016-11-02,27-231,LAC,L (-2),OKC,1,34:00,7,21,.333,0,2,.000,0,3,.000,3,6,9,5,2,1,2,4,14,7.4,-5
4,5,2016-11-04,27-233,LAC,W (+11),MEM,1,35:31,5,13,.385,0,0,,4,6,.667,2,8,10,2,1,0,2,3,14,9.1,+8
5,6,2016-11-05,27-234,LAC,W (+24),SAS,1,29:09,13,19,.684,0,2,.000,2,3,.667,1,4,5,3,1,0,0,2,28,23.7,+24
6,7,2016-11-07,27-236,LAC,W (+32),DET,1,27:52,5,11,.455,0,1,.000,3,4,.750,1,9,10,9,0,0,1,2,13,14.8,+27
7,8,2016-11-09,27-238,LAC,W (+31),POR,1,26:21,7,14,.500,0,1,.000,8,10,.800,4,9,13,5,2,1,0,0,22,25.9,+34
8,9,2016-11-11,27-240,LAC,W (+2),OKC,1,36:13,10,20,.500,0,1,.000,5,7,.714,2,4,6,3,2,0,3,1,25,17.5,+6
9,10,2016-11-12,27-241,LAC,W (+14),MIN,1,36:41,7,17,.412,0,0,,6,8,.750,1,10,11,4,0,1,2,3,20,14.1,+27
10,11,2016-11-14,27-243,LAC,W (+32),BRK,1,25:40,9,15,.600,0,1,.000,2,3,.667,1,5,6,6,2,0,1,3,20,18.9,+39
11,12,2016-11-16,27-245,LAC,L (-4),MEM,1,37:57,8,15,.533,0,1,.000,9,12,.750,1,7,8,3,1,2,0,2,25,23.0,+8
12,13,2016-11-18,27-247,LAC,W (+6),SAC,1,36:47,7,15,.467,0,1,.000,15,16,.938,2,5,7,6,1,1,2,4,29,26.1,+9
13,14,2016-11-19,27-248,LAC,W (+7),CHI,1,38:48,8,15,.533,0,0,,10,10,1.000,2,11,13,5,1,0,3,3,26,23.7,+13
14,15,2016-11-21,27-250,LAC,W (+8),TOR,1,35:53,10,17,.588,0,0,,6,8,.750,1,6,7,7,1,1,0,5,26,24.4,+9
15,16,2016-11-23,27-252,LAC,W (+20),DAL,1,26:06,4,10,.400,1,1,1.000,3,6,.500,0,6,6,7,2,0,4,2,12,9.3,+14
16,17,2016-11-25,27-254,LAC,L (-11),DET,1,36:12,9,17,.529,1,1,1.000,5,8,.625,2,1,3,5,1,0,1,0,24,19.7,-9
17,18,2016-11-27,27-256,LAC,L (-21),IND,1,34:08,6,15,.400,0,1,.000,4,4,1.000,3,6,9,3,0,0,3,1,16,10.5,-14
18,,2016-11-29,27-258,LAC,L (-5),BRK,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
19,19,2016-12-01,27-260,LAC,W (+19),CLE,1,30:32,4,14,.286,0,1,.000,5,8,.625,2,3,5,11,1,0,3,0,13,11.6,+19
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,2016-12-02,27-261,LAC,W (+18),NOP,1,33:46,12,22,.545,1,2,.500,2,3,.667,1,8,9,4,0,0,2,4,27,18.3,+25
22,21,2016-12-04,27-263,LAC,L (-9),IND,1,34:22,10,21,.476,0,0,,4,7,.571,4,12,16,5,1,2,3,3,24,20.2,+9
23,22,2016-12-07,27-266,LAC,L (-17),GSW,1,30:54,5,20,.250,0,1,.000,2,4,.500,4,5,9,2,1,0,7,4,12,-2.7,-12
24,,2016-12-10,27-269,LAC,W (+28),NOP,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
25,23,2016-12-12,27-271,LAC,W (+1),POR,1,40:00,12,25,.480,0,0,,2,3,.667,4,8,12,6,0,1,5,3,26,16.8,+1
26,24,2016-12-14,27-273,LAC,W (+5),ORL,1,33:24,9,14,.643,0,0,,5,7,.714,1,6,7,3,0,0,4,4,23,15.0,-1
27,25,2016-12-16,27-275,LAC,W (+4),MIA,1,38:21,9,15,.600,0,0,,2,2,1.000,2,6,8,4,1,0,5,3,20,13.9,-2
28,26,2016-12-18,27-277,LAC,L (-7),WAS,1,38:21,10,21,.476,0,0,,6,8,.750,1,6,7,7,1,0,2,1,26,20.5,-5
29,,2016-12-20,27-279,LAC,W (+17),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
30,,2016-12-22,27-281,LAC,W (+5),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
31,,2016-12-23,27-282,LAC,L (-2),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
32,,2016-12-25,27-284,LAC,L (-9),LAL,Inactive,,,,,,,,,,,,,,,,,,,,,
33,,2016-12-26,27-285,LAC,L (-4),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
34,,2016-12-28,27-287,LAC,L (-4),NOP,Inactive,,,,,,,,,,,,,,,,,,,,,
35,,2016-12-30,27-289,LAC,L (-24),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
36,,2016-12-31,27-290,LAC,L (-26),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
37,,2017-01-02,27-292,LAC,W (+11),PHO,Inactive,,,,,,,,,,,,,,,,,,,,,
38,,2017-01-04,27-294,LAC,W (+9),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
39,,2017-01-06,27-296,LAC,W (+8),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
40,,2017-01-08,27-298,LAC,W (+12),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,2017-01-11,27-301,LAC,W (+9),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
43,,2017-01-14,27-304,LAC,W (+16),LAL,Inactive,,,,,,,,,,,,,,,,,,,,,
44,,2017-01-16,27-306,LAC,W (+22),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
45,,2017-01-19,27-309,LAC,L (-3),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
46,,2017-01-21,27-311,LAC,L (-25),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
47,,2017-01-23,27-313,LAC,W (+10),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
48,27,2017-01-24,27-314,LAC,L (-11),PHI,1,29:28,3,11,.273,0,0,,6,10,.600,2,9,11,5,1,0,6,2,12,5.7,+3
49,28,2017-01-28,27-318,LAC,L (-46),GSW,1,22:44,9,14,.643,0,1,.000,2,3,.667,2,2,4,2,1,0,2,4,20,14.2,-34
50,29,2017-02-01,27-322,LAC,W (+10),PHO,1,34:04,10,14,.714,0,0,,9,10,.900,2,7,9,5,1,1,1,1,29,30.1,+11
51,30,2017-02-02,27-323,LAC,L (-13),GSW,1,30:11,10,19,.526,0,0,,11,13,.846,5,3,8,2,3,1,3,2,31,26.6,-11
52,31,2017-02-05,27-326,LAC,L (-5),BOS,1,36:58,9,19,.474,0,1,.000,5,6,.833,0,8,8,4,1,0,4,2,23,14.3,-8
53,32,2017-02-06,27-327,LAC,L (-9),TOR,1,36:50,11,19,.579,2,3,.667,2,3,.667,4,7,11,11,1,0,2,3,26,27.1,-1
54,33,2017-02-08,27-329,LAC,W (+4),NYK,1,35:35,11,23,.478,2,3,.667,8,11,.727,3,5,8,5,2,0,0,2,32,27.4,+5
55,34,2017-02-11,27-332,LAC,W (+5),CHO,1,34:33,8,19,.421,0,2,.000,4,5,.800,4,8,12,8,0,1,1,3,20,18.8,+5
56,35,2017-02-13,27-334,LAC,W (+16),UTA,1,33:33,11,18,.611,1,1,1.000,3,4,.750,2,8,10,6,0,2,0,1,26,26.4,+23
57,36,2017-02-15,27-336,LAC,W (+15),ATL,1,29:17,6,15,.400,1,3,.333,4,4,1.000,1,4,5,9,1,2,4,2,17,14.7,+16
58,37,2017-02-23,27-344,LAC,L (-10),GSW,1,34:50,3,13,.231,1,2,.500,5,9,.556,0,5,5,8,1,0,2,2,12,7.8,-15
59,38,2017-02-24,27-345,LAC,L (-8),SAS,1,38:29,9,17,.529,0,2,.000,11,11,1.000,2,7,9,5,1,0,3,5,29,23.7,-4
60,39,2017-02-26,27-347,LAC,W (+3),CHO,1,42:19,15,26,.577,3,4,.750,10,16,.625,4,6,10,5,2,0,1,4,43,35.9,+17
61,40,2017-03-01,27-350,LAC,L (-19),HOU,1,34:37,7,17,.412,1,4,.250,2,5,.400,3,1,4,5,0,0,3,4,17,8.0,-12
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,41,2017-03-03,27-352,LAC,L (-11),MIL,1,38:05,6,9,.667,0,1,.000,9,13,.692,0,9,9,8,0,0,5,2,21,18.0,-8
64,42,2017-03-04,27-353,LAC,W (+10),CHI,1,34:29,5,15,.333,0,3,.000,6,6,1.000,1,5,6,7,0,0,3,1,16,11.2,+11
65,43,2017-03-06,27-355,LAC,W (+14),BOS,1,35:46,8,15,.533,1,3,.333,9,10,.900,2,6,8,3,0,0,1,4,26,21.0,+6
66,44,2017-03-08,27-357,LAC,L (-16),MIN,1,35:50,5,11,.455,2,4,.500,4,4,1.000,0,4,4,2,0,0,6,4,16,5.3,-19
67,45,2017-03-09,27-358,LAC,W (+16),MEM,1,30:25,4,13,.308,0,2,.000,6,8,.750,3,9,12,8,0,1,2,3,14,13.6,+19
68,46,2017-03-11,27-360,LAC,W (+12),PHI,1,35:14,5,12,.417,0,2,.000,5,5,1.000,3,7,10,6,3,0,4,2,15,15.2,+8
69,47,2017-03-13,27-362,LAC,L (-6),UTA,1,36:36,3,8,.375,1,2,.500,1,2,.500,1,8,9,5,0,0,0,2,8,9.0,-2
70,48,2017-03-15,27-364,LAC,L (-1),MIL,1,37:29,6,12,.500,1,4,.250,5,8,.625,2,5,7,4,0,0,1,0,18,15.5,0
71,,2017-03-16,28-000,LAC,L (-15),DEN,Not With Team,,,,,,,,,,,,,,,,,,,,,
