,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
14,10,2022-11-15,26-118,BRK,L (-32),SAC,0,20:22,5,7,.714,0,0,,1,2,.500,0,5,5,3,1,0,2,0,11,10.3,-3
15,11,2022-11-17,26-120,BRK,W (+2),POR,0,32:11,6,6,1.000,0,0,,3,4,.750,1,12,13,7,0,1,1,6,15,19.3,+13
16,12,2022-11-20,26-123,BRK,W (+12),MEM,1,34:42,11,13,.846,0,0,,0,1,.000,1,7,8,5,1,0,5,3,22,18.0,+19
17,13,2022-11-22,26-125,BRK,L (-9),PHI,1,32:23,4,7,.571,0,0,,3,6,.500,2,5,7,11,3,3,3,3,11,18.0,-9
18,14,2022-11-23,26-126,BRK,W (+14),TOR,1,32:30,7,9,.778,0,0,,0,0,,0,2,2,6,3,2,1,5,14,16.7,+15
19,15,2022-11-25,26-128,BRK,L (-11),IND,1,34:11,8,8,1.000,0,0,,4,5,.800,1,5,6,3,0,1,3,6,20,16.8,-5
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,16,2022-11-27,26-130,BRK,W (+14),POR,1,33:37,1,3,.333,0,0,,0,0,,1,11,12,8,3,0,2,2,2,10.1,-1
22,17,2022-11-28,26-131,BRK,W (+7),ORL,1,11:24,0,3,.000,0,0,,0,0,,1,3,4,3,0,0,2,2,0,-1.2,-3
23,,2022-11-30,26-133,BRK,W (+6),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
24,,2022-12-02,26-135,BRK,W (+9),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
25,,2022-12-04,26-137,BRK,L (-11),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
26,,2022-12-07,26-140,BRK,W (+6),CHO,Inactive,,,,,,,,,,,,,,,,,,,,,
27,18,2022-12-09,26-142,BRK,W (+4),ATL,1,20:49,3,4,.750,0,0,,0,0,,1,5,6,7,4,0,4,3,6,10.3,-3
28,,2022-12-10,26-143,BRK,W (+3),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
29,19,2022-12-12,26-145,BRK,W (+12),WAS,1,22:50,5,9,.556,0,0,,0,0,,0,8,8,5,0,0,2,2,10,8.8,+7
30,20,2022-12-16,26-149,BRK,W (+3),TOR,1,32:23,5,7,.714,0,0,,0,2,.000,1,4,5,5,1,0,3,4,10,8.1,+7
31,21,2022-12-18,26-151,BRK,W (+3),DET,1,25:24,2,5,.400,0,0,,0,0,,0,8,8,8,1,0,0,3,4,9.1,+7
32,22,2022-12-21,26-154,BRK,W (+30),GSW,1,18:38,5,7,.714,0,0,,0,2,.000,0,4,4,8,1,0,1,4,10,11.5,+16
33,23,2022-12-23,26-156,BRK,W (+18),MIL,1,28:11,6,9,.667,0,0,,0,0,,5,6,11,8,3,0,1,4,12,19.4,+26
34,24,2022-12-26,26-159,BRK,W (+8),CLE,1,34:22,2,5,.400,0,0,,0,2,.000,3,6,9,8,3,1,3,3,4,9.5,+21
35,25,2022-12-28,26-161,BRK,W (+1),ATL,1,24:51,5,10,.500,0,0,,0,2,.000,1,4,5,2,0,0,2,0,10,5.5,-4
36,26,2022-12-31,26-164,BRK,W (+17),CHO,1,19:14,1,2,.500,0,0,,0,1,.000,1,2,3,2,0,0,2,2,2,0.5,+1
37,27,2023-01-02,26-166,BRK,W (+36),SAS,1,23:54,2,5,.400,0,0,,0,0,,0,6,6,9,3,0,0,3,4,11.2,+22
38,28,2023-01-04,26-168,BRK,L (-9),CHI,1,25:49,3,5,.600,0,0,,1,4,.250,0,9,9,2,3,0,4,4,7,5.0,-5
39,29,2023-01-06,26-170,BRK,W (+6),NOP,1,33:32,3,6,.500,0,0,,0,0,,1,5,6,9,3,1,1,4,6,12.6,-6
40,30,2023-01-08,26-172,BRK,W (+1),MIA,1,29:29,2,4,.500,0,0,,0,0,,1,6,7,7,0,2,2,5,4,6.8,+8
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,31,2023-01-12,26-176,BRK,L (-11),BOS,1,26:25,0,3,.000,0,0,,0,0,,0,9,9,13,2,1,2,5,0,8.4,+10
43,,2023-01-15,26-179,BRK,L (-10),OKC,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
44,32,2023-01-17,26-181,BRK,L (-8),SAS,1,34:17,4,10,.400,0,0,,2,2,1.000,1,9,10,11,4,2,7,4,10,12.5,+3
45,33,2023-01-19,26-183,BRK,L (-5),PHO,1,18:06,3,4,.750,0,0,,1,3,.333,1,3,4,6,0,0,4,5,7,4.4,-9
46,34,2023-01-20,26-184,BRK,W (+11),UTA,1,36:32,3,7,.429,0,0,,0,0,,2,7,9,5,2,0,4,1,6,6.9,0
47,35,2023-01-22,26-186,BRK,W (+4),GSW,1,29:21,3,6,.500,0,0,,1,2,.500,0,3,3,11,1,1,2,3,7,10.7,-2
48,36,2023-01-25,26-189,BRK,L (-4),PHI,1,28:42,5,7,.714,0,0,,2,3,.667,0,5,5,5,0,1,2,4,12,10.8,-16
49,37,2023-01-26,26-190,BRK,L (-8),DET,1,19:47,0,3,.000,0,0,,0,0,,1,0,1,7,1,0,3,0,0,1.5,-12
50,,2023-01-28,26-192,BRK,W (+7),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
51,,2023-01-30,26-194,BRK,W (+17),LAL,Inactive,,,,,,,,,,,,,,,,,,,,,
52,,2023-02-01,26-196,BRK,L (-43),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
53,,2023-02-04,26-199,BRK,W (+2),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
54,,2023-02-06,26-201,BRK,L (-8),LAC,Inactive,,,,,,,,,,,,,,,,,,,,,
55,38,2023-02-07,26-202,BRK,L (-4),PHO,1,26:30,1,2,.500,0,0,,0,1,.000,0,4,4,6,1,1,4,2,2,2.9,-1
56,39,2023-02-09,26-204,BRK,W (+11),CHI,0,19:39,4,7,.571,0,1,.000,0,0,,2,6,8,4,0,0,1,3,8,8.5,-12
57,40,2023-02-11,26-206,BRK,L (-3),PHI,0,16:24,2,3,.667,0,0,,0,0,,1,2,3,3,0,1,1,1,4,5.4,-1
58,41,2023-02-13,26-208,BRK,L (-18),NYK,0,12:41,1,2,.500,0,0,,0,0,,1,2,3,2,0,1,2,1,2,2.0,-4
59,42,2023-02-15,26-210,BRK,W (+11),MIA,0,20:28,1,2,.500,0,0,,0,0,,0,4,4,4,0,0,1,5,2,2.0,+4
60,,2023-02-24,26-219,BRK,L (-44),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
61,,2023-02-26,26-221,BRK,L (-2),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,2023-02-28,26-223,BRK,L (-14),MIL,Inactive,,,,,,,,,,,,,,,,,,,,,
64,,2023-03-01,26-224,BRK,L (-24),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
65,,2023-03-03,26-226,BRK,W (+10),BOS,Inactive,,,,,,,,,,,,,,,,,,,,,
66,,2023-03-05,26-228,BRK,W (+16),CHO,Inactive,,,,,,,,,,,,,,,,,,,,,
67,,2023-03-07,26-230,BRK,W (+22),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
68,,2023-03-09,26-232,BRK,L (-5),MIL,Inactive,,,,,,,,,,,,,,,,,,,,,
69,,2023-03-10,26-233,BRK,W (+1),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
70,,2023-03-12,26-235,BRK,W (+2),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
71,,2023-03-14,26-237,BRK,L (-14),OKC,Inactive,,,,,,,,,,,,,,,,,,,,,
72,,2023-03-16,26-239,BRK,L (-5),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
73,,2023-03-19,26-242,BRK,L (-6),DEN,Inactive,,,,,,,,,,,,,,,,,,,,,
74,,2023-03-21,26-244,BRK,L (-6),CLE,Inactive,,,,,,,,,,,,,,,,,,,,,
75,,2023-03-23,26-246,BRK,L (-2),CLE,Inactive,,,,,,,,,,,,,,,,,,,,,
76,,2023-03-25,26-248,BRK,W (+29),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
77,,2023-03-26,26-249,BRK,L (-13),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
78,,2023-03-29,26-252,BRK,W (+9),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
79,,2023-03-31,26-254,BRK,W (+17),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
80,,2023-04-02,26-256,BRK,W (+1),UTA,Inactive,,,,,,,,,,,,,,,,,,,,,
81,,2023-04-04,26-258,BRK,L (-5),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
82,,2023-04-05,26-259,BRK,W (+15),DET,Inactive,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,2023-04-07,26-261,BRK,W (+17),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
85,,2023-04-09,26-263,BRK,L (-29),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
